Freq	Type
1641	you
1035	the
883	henry
883	a
778	it
648	oh
632	no
606	and
574	that
463	yeah
451	that's
428	here
419	in
371	are
365	kitty
355	this
330	there
326	okay
320	to
316	what
308	is
300	go
282	your
279	mommy
268	up
267	on
257	ew
247	do
228	look
217	get
213	put
208	i
203	for
202	feet
196	we
194	can
192	at
188	he
187	too
183	now
183	big
182	see
181	one
180	it's
178	want
177	all
175	down
167	good
163	have
161	baby
150	me
147	out
145	you'd
144	let's
139	back
134	book
131	with
126	honey
123	read
120	come
119	them
118	boy
116	more
114	right
112	wanna
111	like
109	you'll
109	mom
107	moo
106	ease
105	where
105	his
104	be
102	don't
96	way
94	gonna
91	hey
91	they
88	play
88	bounce
87	lit
87	but
86	not
86	just
86	got
84	or
83	k
83	i'm
82	eat
82	horse
81	how
81	there's
79	hi
78	i'll
77	side
77	again
76	use
76	kit
75	what's
75	watch
74	so
70	did
69	can't
69	i'd
69	alright
68	purr
68	him
67	those
66	toy
66	some
66	pee
65	knee
64	where's
64	my
63	bus
62	was
62	missed
62	goes
62	bunny
60	well
60	by
59	lee
59	off
58	night
58	cow
58	huh
58	ball
58	ann
57	say
56	other
55	brown
54	meow
53	yes
53	pig
53	own
53	ah
49	think
49	take
49	sound
49	pooh
49	foot
48	oops
48	cat
48	“i'll
48	bring
47	key
47	blankie
46	t
46	sit
46	who
46	hat
46	of
45	thank
45	make
45	her
44	she
44	over
44	knock
44	barn
44	ice
43	wants
43	let
42	here's
42	head
41	babies
41	aunt
40	were
40	tick
40	careful
40	these
39	run
39	pop
39	new
39	babe
38	nose
38	bout
37	why
37	old
37	hold
37	whole
36	wipe
36	could
36	dog
35	try
35	car
35	if
34	open
34	l
34	books
33	we'll
33	meet
33	house
33	find
33	fun
33	bite
32	piggy
32	move
31	pet
31	pack
31	nice
31	left
31	he's
31	then
30	will
30	day
30	doesn't
30	bed
29	toys
29	sure
29	round
29	pick
29	mouth
29	fall
29	blue
29	box
28	whisper
28	light
28	great
28	dry
27	yay
27	wait
27	when
27	water
27	thing
27	press
27	job
27	eve
27	who's
27	hop
27	d
27	done
27	bear
26	would
26	went
26	ready
26	from
26	fuzz
26	chair
25	wave
25	shirt
25	page
25	couch
25	green
25	phone
25	first
25	drink
25	boo
25	blocks
25	build
24	yell
24	ya
24	turn
24	sleep
24	ouchie
23	very
23	stuff
23	says
23	leave
23	lay
23	s
23	n
23	bread
23	basket
23	eyes
22	tigger
22	push
22	neigh
22	help
22	hard
22	fit
22	found
22	funny
22	elmo
22	black
22	byebye
21	throw
21	time
21	stir
21	stand
21	stop
21	should
21	show
21	pull
21	pup
21	oink
21	clean
21	comes
21	hug
21	hand
21	face
21	almost
20	whoa
20	walk
20	oopsie
20	three
20	silly
20	climb
20	keep
20	has
20	field
20	doggie
19	which
19	work
19	toot
19	shoes
19	sand
19	hurt
19	dye
18	point
18	pants
18	makes
18	mommy's
18	cake
18	juice
18	hen
18	girl
18	air
18	dad
18	better
18	bath
17	teeth
17	swing
17	still
17	rain
17	wrong
17	isn't
17	m
17	does
16	sweep
16	real
16	noise
16	low
16	henry's
16	dat
16	chick
16	bone
16	binkies
16	bonk
15	wheat
15	thirsty
15	tall
15	sweetie
15	shut
15	sorry
15	lie
15	crawl
15	click
15	give
15	fix
15	chew
15	block
15	under
14	won't
14	tail
14	small
14	pretty
14	knees
14	long
14	kiss
14	had
14	fell
14	fast
14	else
14	duck
14	bowl
14	orange
13	warm
13	through
13	socks
13	soft
13	ride
13	pie
13	next
13	likes
13	cup
13	ear
13	home
13	hot
13	gets
13	food
13	fine
13	brush
12	wolf
12	wow
12	store
12	shake
12	sir
12	self
12	room
12	roll
12	ray
12	rabbit
12	peep
12	mean
12	leap
12	quack
12	came
12	heavy
12	hair
12	goat
12	front
12	feel
12	fat
12	door
12	dada
12	da
12	cheese
12	broom
12	bet
12	behind
12	buzz
12	bad
12	bah”
12	away
11	white
11	took
11	stairs
11	she's
11	sounds
11	rest
11	puts
11	pay
11	need
11	milk
11	leg
11	last
11	catch
11	caught
11	carl
11	jack
11	easter
11	he'll
11	gus
11	fly
11	eight
11	blow
11	because
11	button
11	barked
11	arm
11	ark
10	yourself
10	wet
10	while
10	ty
10	tough
10	spit
10	people
10	purse
10	may
10	man
10	mop
10	cook
10	cry
10	ears
10	hide
10	goal
10	ale
10	dough
10	dirt
10	boat
10	bit
10	baa
10	us
9	winnie
9	wind
9	things
9	tell
9	straight
9	start
9	spoon
9	slow
9	sees
9	seem
9	shout
9	such
9	roo
9	pin
9	pond
9	never
9	made
9	mess
9	cute
9	crawls
9	clock
9	corn
9	joe
9	hops
9	going
9	guy
9	feeties
9	aim
9	around
9	any
9	elephant
9	than
9	binkie
9	birds
9	bird
9	bears
9	icy
9	aw
8	yawn
8	young
8	yummy
8	wheels
8	works
8	ones
8	treat
8	top
8	seat
8	sheep
8	really
8	rye
8	piece
8	mail
8	lot
8	coop
8	clown
8	he'd
8	flat
8	fin
8	dream
8	didn't
8	dollie
8	change
8	bead
8	bert
8	best
8	our
8	as
8	aren't
8	add
7	yet
7	wing
7	told
7	talk
7	sweet
7	stack
7	squash
7	sick
