	(u'aa',)	(u'ae',)	(u'ah',)	(u'ao',)	(u'aw',)	(u'ax',)	(u'ay',)	(u'b',)	(u'ch',)	(u'd',)	(u'dh',)	(u'eh',)	(u'er',)	(u'ey',)	(u'f',)	(u'g',)	(u'hh',)	(u'ih',)	(u'iy',)	(u'jh',)	(u'k',)	(u'l',)	(u'm',)	(u'n',)	(u'ng',)	(u'ow',)	(u'oy',)	(u'p',)	(u'r',)	(u's',)	(u'sh',)	(u't',)	(u'th',)	(u'uh',)	(u'uw',)	(u'v',)	(u'w',)	(u'y',)	(u'z',)
(u'aa',)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0
(u'ae',)	0	0	0	0	0	0	0	0	0.0	0.0182083333333	0	0	0	0	0	0	0	0	0	0	0.06555	0	0.010925	0.03496	0	0	0	0.0437	0.0	0	0	0.00106585365854	0.0	0	0	0.0	0.622725	0	0
(u'ah',)	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0.0
(u'ao',)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
(u'aw',)	0.00728333333333	0	0	0	0	0	0	0	0	0	0.207575	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0
(u'ax',)	0	0	0	0	0	0	0	0.0160233333333	0.0	0.120175	0	0	0	0	0.0	0.4807	1	0	0	0	0.09013125	0.0554653846154	0.072105	0.0739538461538	0.0	0	0	0	0.0	0.033649	0	0.024035	0	0	0	0	1	0	0.0600875
(u'ay',)	0	0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0.0	0	0	0	0	0	0
(u'b',)	0	0.0	0.0	0	0	0.0437	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.054625	0.0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0	0.0	0	0	0	0.0819375	0
(u'ch',)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(u'd',)	0.010925	0.0	0.0	0	0	0.0874	0	0	0	0.10925	0.41515	0	0	0.0	0.0	0	0.3496	0.0273125	0.0	0	0	0	0	0.1748	0	0.06555	0	0	0.0	0.0509833333333	0	0	0	0	0.01365625	0	0	0	0
(u'dh',)	0	0.0	0	0	0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
(u'eh',)	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0	0
(u'er',)	0	0	0	0	0	0	0	0	0	0.0910416666667	1	0	0	0	0	0	0	0	0	0	0	0.32775	0	0	0	0	0	0	0	0	0	0.054625	0	0	0	0	0	0	0.006828125
(u'ey',)	0	0	0	0	0	0.4807	0.72105	0.03004375	0	0.600875	0	0	0	0	0	0	0	0	0	0	0.09013125	0.72105	0.360525	0	0	0	0	0	0	0.120175	0	0	0	0	0	0	0	0	0
(u'f',)	0	0	0	0.032775	0	0.0437	0	0	0	0	0	0	0	0.0	0	0	0	0.0364166666667	0.0	0	0	0.06555	0	0	0	0.2622	0	0	0	0	0	0	0	0.0	0	0	0	0	0
(u'g',)	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0.0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0.0	0	0	0	0	0.0
(u'hh',)	0	0.0	0.0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
(u'ih',)	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0	0	0.0
(u'iy',)	0	0	0	0	0	0.6992	0	0	0	0.2185	0.66424	0	0	0	0.0	0.6992	0.6992	0	0	0	0.10488	1	0	0.1748	0	0	0	0.3496	0	0	0	0.1748	0	0	0	0	1	0.6555	0.0116533333333
(u'jh',)	0	0	0.0	0	0	0.0437	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(u'k',)	0.24035	0.0	0.0	0.360525	0.0	0	0.360525	0	0	0.600875	0.285415625	0	0.0	0.0	0	0	0	0.120175	0.0	0	0	0.24035	0	0.9614	0	0	0	0	0.0	0.4206125	0	0	0	0	0	0	0	0	0
(u'l',)	0	0	0.0	0	0.0	0.2185	0.04096875	0.0364166666667	0	0.0910416666667	0.5189375	0	0	0.0	0.0	0.054625	0	0.1365625	0.0	0	0.163875	0	0.163875	0	0	0.187285714286	0	0.0273125	0.0	0	0	0	0	0.0	0	0	0	0.819375	0.0273125
(u'm',)	0.00874	0.0	0	0.06555	0.0	0.0291333333333	0.1311	0.0437	0	0	0	0.0	0	0.0	0	0	0.1748	0.10925	0.0	0	0	0	0	0	0	0	0	0.0437	0	0	0	0	0	0	0.054625	0	0	0	0
(u'n',)	0.0382375	0	0	0.229425	0.0	0.0235307692308	0	0	0	0.076475	0.7265125	0.0	0	0.0	0	0.3059	1	0	0.0	0.0	0	0	0	0	0	0.141184615385	0.0	0	0	0	0	0.010925	0	0	0	0	1	0.382375	0.076475
(u'ng',)	0	0	0	0.2622	0	0	0	0	0	0	0	0	0	0	0	0.1748	0	0	0	0	0.06555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(u'ow',)	0	0	0	0	0	0	1	0	0	0.34140625	1	0	0	0	0	1	1	1	0	0	0	0.32775	0.819375	0.2185	0	0	0	0	0	1	0	0	0	0	0	0.0	1	0	0.0160661764706
(u'oy',)	0	0	0	0	0	0	0	0	0	0.054625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010925
(u'p',)	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.2185	0.0	0	0	0	0	0	0	0	0	0	0.0	0.3059	0	0.0874	0	0.0	0	0	0	0.6555	0
(u'r',)	0.06555	0.0	0.0	0	0	0.1311	0.294975	0	0	0	0.15568125	0.0	0	0.0	0.0	0.1311	0	0.163875	0	0.0	0.294975	0	0	0.3933	0	0	0	0	0	0.3441375	0	0	0	0	0	0	0	0.184359375	0.019665
(u's',)	0.437	0.0	0	0	0	0.0794545454545	0	0.437	0	0.54625	0.10925	0	0	0.0	0	0	0	0.364166666667	0.0	0	0.163875	0.32775	0.10925	0.2185	0	0	0	0	0	1	0	0.437	0	0	0	0	1	1	0
(u'sh',)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
(u't',)	0.0728333333333	0	0.0	0.98325	0	0.10925	0	0.2185	0	0.273125	0.622725	0.0	0.0	0.0	0	0	1	1	0.0	0.0	0.2458125	0.98325	0.32775	1	0	1	0	0	0.0	0.04025	0	0.32775	0	0	0	0	1	1	0
(u'th',)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01365625	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02185	0	0	0	0	0	0	0
(u'uh',)	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0
(u'uw',)	0.0145666666667	0	0	0	0	0.01748	0	0	0	0.054625	0.41515	0	0	0	0	0.0291333333333	0.3496	0	0.0	0	0	0.02622	0	0.03496	0	0.10488	0	0.0437	0	0.0509833333333	0	0.00874	0.0	0	0	0	0.41515	0.163875	0.00242777777778
(u'v',)	0	0	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0.0	0
(u'w',)	0.0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
(u'y',)	0.0	0.0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
(u'z',)	0.0801166666667	0.0	0	0	0	0.9614	0	0	0	0.600875	0.380554166667	0	0	0	0.0	0.9614	1	0.3004375	0	0	0.24035	0	0.72105	1	0	0	0	0	0	0.4206125	0.0600875	0	0	0	0	0	1	1	0
