lexical_classes	Type	prop	age
nouns	airplane	0.685871056241	16
function_words	all	0.271604938272	16
adjectives	all gone	0.917695473251	16
nouns	animal	0.421124828532	16
function_words	another	0.285322359396	16
nouns	apple	0.722908093278	16
nouns	arm	0.56927297668	16
adjectives	asleep	0.474622770919	16
other	aunt	0.285322359396	16
function_words	away	0.233196159122	16
other	baa baa	0.691358024691	16
other	baby	0.858710562414	16
other	babysitter	0.123456790123	16
other	babysitter's name	0.470507544582	16
function_words	back	0.331961591221	16
adjectives	bad	0.426611796982	16
nouns	ball	0.980795610425	16
nouns	balloon	0.851851851852	16
nouns	banana	0.902606310014	16
other	bath	0.98353909465	16
nouns	bathroom	0.733882030178	16
nouns	bathtub	0.857338820302	16
nouns	beach	0.152263374486	16
nouns	beads	0.157750342936	16
nouns	bear	0.661179698217	16
nouns	bed	0.787379972565	16
nouns	bedroom	0.614540466392	16
nouns	bee	0.37585733882	16
nouns	belly button	0.77366255144	16
nouns	bib	0.647462277092	16
nouns	bicycle	0.452674897119	16
adjectives	big	0.401920438957	16
nouns	bird	0.860082304527	16
verbs	bite	0.748971193416	16
nouns	blanket	0.764060356653	16
nouns	block	0.680384087791	16
verbs	blow	0.696844993141	16
adjectives	blue	0.149519890261	16
nouns	book	0.969821673525	16
nouns	boots	0.252400548697	16
nouns	bottle	0.792866941015	16
nouns	bowl	0.603566529492	16
nouns	box	0.492455418381	16
other	boy	0.333333333333	16
nouns	bread	0.621399176955	16
verbs	break	0.219478737997	16
other	breakfast	0.740740740741	16
verbs	bring	0.780521262003	16
adjectives	broken	0.248285322359	16
nouns	broom	0.524005486968	16
other	brother	0.185185185185	16
nouns	brush	0.821673525377	16
nouns	bubbles	0.721536351166	16
nouns	bug	0.388203017833	16
verbs	bump	0.337448559671	16
nouns	bunny	0.684499314129	16
nouns	bus	0.410150891632	16
nouns	butter	0.157750342936	16
nouns	butterfly	0.367626886145	16
nouns	button	0.573388203018	16
other	bye	0.997256515775	16
nouns	cake	0.266117969822	16
nouns	candy	0.299039780521	16
nouns	car	0.941015089163	16
adjectives	careful	0.709190672154	16
nouns	carrots	0.460905349794	16
nouns	cat	0.862825788752	16
nouns	cereal	0.657064471879	16
nouns	chair	0.80109739369	16
nouns	cheek	0.316872427984	16
nouns	cheerios	0.736625514403	16
nouns	cheese	0.735253772291	16
nouns	chicken (animal)	0.462277091907	16
nouns	chicken (food)	0.384087791495	16
other	child	0.117969821674	16
other	child's own name	0.932784636488	16
