lexical_classes	Type	prop	age
nouns	airplane	0.0774647887324	10
function_words	all	0.0211267605634	10
adjectives	all gone	0.605633802817	10
nouns	animal	0.056338028169	10
function_words	another	0.0281690140845	10
nouns	apple	0.12676056338	10
nouns	arm	0.105633802817	10
adjectives	asleep	0.119718309859	10
other	aunt	0.197183098592	10
function_words	away	0.0281690140845	10
other	baa baa	0.471830985915	10
other	baby	0.37323943662	10
other	babysitter	0.0422535211268	10
other	babysitter's name	0.140845070423	10
function_words	back	0.0492957746479	10
adjectives	bad	0.169014084507	10
nouns	ball	0.528169014085	10
nouns	balloon	0.239436619718	10
nouns	banana	0.338028169014	10
other	bath	0.640845070423	10
nouns	bathroom	0.133802816901	10
nouns	bathtub	0.281690140845	10
nouns	beach	0.00704225352113	10
nouns	beads	0.0422535211268	10
nouns	bear	0.19014084507	10
nouns	bed	0.267605633803	10
nouns	bedroom	0.12676056338	10
nouns	bee	0.0281690140845	10
nouns	belly button	0.119718309859	10
nouns	bib	0.176056338028	10
nouns	bicycle	0.056338028169	10
adjectives	big	0.0633802816901	10
nouns	bird	0.204225352113	10
verbs	bite	0.359154929577	10
nouns	blanket	0.274647887324	10
nouns	block	0.12676056338	10
verbs	blow	0.0845070422535	10
adjectives	blue	0.0	10
nouns	book	0.422535211268	10
nouns	boots	0.00704225352113	10
nouns	bottle	0.612676056338	10
nouns	bowl	0.056338028169	10
nouns	box	0.0492957746479	10
other	boy	0.0492957746479	10
nouns	bread	0.119718309859	10
verbs	break	0.0	10
other	breakfast	0.302816901408	10
verbs	bring	0.105633802817	10
adjectives	broken	0.00704225352113	10
nouns	broom	0.056338028169	10
other	brother	0.225352112676	10
nouns	brush	0.161971830986	10
nouns	bubbles	0.0774647887324	10
nouns	bug	0.0352112676056	10
verbs	bump	0.056338028169	10
nouns	bunny	0.183098591549	10
nouns	bus	0.0352112676056	10
nouns	butter	0.00704225352113	10
nouns	butterfly	0.0140845070423	10
nouns	button	0.0704225352113	10
other	bye	0.859154929577	10
nouns	cake	0.0352112676056	10
nouns	candy	0.0211267605634	10
nouns	car	0.387323943662	10
adjectives	careful	0.197183098592	10
nouns	carrots	0.112676056338	10
nouns	cat	0.352112676056	10
nouns	cereal	0.169014084507	10
nouns	chair	0.133802816901	10
nouns	cheek	0.0422535211268	10
nouns	cheerios	0.295774647887	10
nouns	cheese	0.119718309859	10
nouns	chicken (animal)	0.056338028169	10
nouns	chicken (food)	0.0492957746479	10
other	child	0.0492957746479	10
other	child's own name	0.697183098592	10
other	choo choo	0.119718309859	10
nouns	church	0.0281690140845	10
verbs	clean (action)	0.0633802816901	10
adjectives	clean (description)	0.0422535211268	10
nouns	clock	0.0633802816901	10
verbs	close	0.0774647887324	10
nouns	coat	0.056338028169	10
other	cockadoodledoo	0.056338028169	10
nouns	coffee	0.00704225352113	10
adjectives	cold	0.0845070422535	10
nouns	comb	0.119718309859	10
nouns	cookie	0.316901408451	10
nouns	couch	0.0915492957746	10
nouns	cow	0.0985915492958	10
nouns	cracker	0.281690140845	10
nouns	crib	0.232394366197	10
verbs	cry	0.204225352113	10
nouns	cup	0.366197183099	10
adjectives	cute	0.12676056338	10
other	daddy	0.908450704225	10
verbs	dance	0.225352112676	10
adjectives	dark	0.0140845070423	10
other	day	0.0352112676056	10
nouns	deer	0.0140845070423	10
nouns	diaper	0.507042253521	10
other	dinner	0.253521126761	10
adjectives	dirty	0.140845070423	10
nouns	dish	0.056338028169	10
nouns	dog	0.5	10
nouns	doll	0.154929577465	10
other	don't	0.43661971831	10
nouns	donkey	0.0211267605634	10
nouns	door	0.211267605634	10
function_words	down	0.232394366197	10
verbs	draw	0.00704225352113	10
nouns	drawer	0.0281690140845	10
nouns	dress (object)	0.0352112676056	10
verbs	drink (action)	0.359154929577	10
nouns	drink (beverage)	0.288732394366	10
verbs	drive	0.0352112676056	10
adjectives	dry (description)	0.0211267605634	10
nouns	duck	0.161971830986	10
nouns	ear	0.140845070423	10
verbs	eat	0.443661971831	10
nouns	egg	0.0281690140845	10
nouns	elephant	0.0492957746479	10
adjectives	empty	0.0845070422535	10
nouns	eye	0.246478873239	10
nouns	face	0.0985915492958	10
verbs	fall	0.105633802817	10
adjectives	fast	0.00704225352113	10
verbs	feed	0.056338028169	10
adjectives	fine	0.0	10
nouns	finger	0.197183098592	10
verbs	finish	0.0211267605634	10
nouns	firetruck	0.0211267605634	10
nouns	fish (animal)	0.112676056338	10
nouns	fish (food)	0.0281690140845	10
nouns	flower	0.0915492957746	10
nouns	food	0.176056338028	10
nouns	foot	0.281690140845	10
nouns	fork	0.0352112676056	10
nouns	frog	0.0281690140845	10
nouns	garage	0.0140845070423	10
nouns	garden	0.0140845070423	10
adjectives	gentle	0.0704225352113	10
verbs	get	0.133802816901	10
nouns	giraffe	0.0211267605634	10
other	girl	0.056338028169	10
verbs	give	0.211267605634	10
nouns	glass	0.0704225352113	10
nouns	glasses	0.0985915492958	10
verbs	go	0.211267605634	10
adjectives	good	0.267605633803	10
other	night night	0.542253521127	10
nouns	goose	0.0352112676056	10
other	grandma	0.514084507042	10
other	grandpa	0.380281690141	10
other	grrr	0.323943661972	10
nouns	hair	0.225352112676	10
nouns	hammer	0.0	10
nouns	hand	0.204225352113	10
adjectives	happy	0.0774647887324	10
adjectives	hard	0.0140845070423	10
nouns	hat	0.197183098592	10
nouns	head	0.0915492957746	10
other	hello	0.30985915493	10
verbs	help	0.0281690140845	10
function_words	her	0.0	10
other	hi	0.640845070423	10
nouns	high chair	0.204225352113	10
function_words	his	0.0	10
verbs	hit	0.112676056338	10
nouns	home	0.211267605634	10
nouns	horse	0.056338028169	10
adjectives	hot	0.183098591549	10
nouns	house	0.0774647887324	10
function_words	how	0.0140845070423	10
verbs	hug	0.338028169014	10
adjectives	hungry	0.239436619718	10
verbs	hurry	0.00704225352113	10
adjectives	hurt	0.056338028169	10
function_words	i	0.0422535211268	10
nouns	ice cream	0.154929577465	10
function_words	in	0.0492957746479	10
function_words	inside	0.0352112676056	10
function_words	it	0.0281690140845	10
nouns	jacket	0.0774647887324	10
nouns	jeans	0.0	10
nouns	juice	0.330985915493	10
verbs	jump	0.0281690140845	10
nouns	keys	0.359154929577	10
verbs	kick	0.0281690140845	10
verbs	kiss	0.542253521127	10
nouns	kitchen	0.12676056338	10
nouns	kitty	0.302816901408	10
nouns	knee	0.0352112676056	10
other	lady	0.056338028169	10
nouns	lamb	0.056338028169	10
nouns	lamp	0.0422535211268	10
other	later	0.00704225352113	10
nouns	leg	0.0845070422535	10
nouns	light	0.133802816901	10
nouns	lion	0.0422535211268	10
adjectives	little (description)	0.0140845070423	10
nouns	living room	0.0704225352113	10
verbs	look	0.30985915493	10
verbs	love	0.253521126761	10
other	lunch	0.232394366197	10
other	man	0.0422535211268	10
function_words	me	0.0492957746479	10
nouns	meat	0.0352112676056	10
nouns	medicine	0.12676056338	10
other	meow	0.274647887324	10
nouns	milk	0.338028169014	10
function_words	mine	0.0845070422535	10
other	mommy	0.915492957746	10
nouns	money	0.0352112676056	10
nouns	monkey	0.0492957746479	10
other	moo	0.133802816901	10
nouns	moon	0.0352112676056	10
function_words	more	0.239436619718	10
other	morning	0.056338028169	10
nouns	motorcycle	0.00704225352113	10
nouns	mouse	0.0281690140845	10
