lexical_classes	Type	prop	age
nouns	airplane	0.772727272727	18
function_words	all	0.363636363636	18
adjectives	all gone	0.954545454545	18
nouns	animal	0.606060606061	18
function_words	another	0.348484848485	18
nouns	apple	0.772727272727	18
nouns	arm	0.636363636364	18
adjectives	asleep	0.636363636364	18
other	aunt	0.348484848485	18
function_words	away	0.348484848485	18
other	baa baa	0.757575757576	18
other	baby	0.939393939394	18
other	babysitter	0.181818181818	18
other	babysitter's name	0.409090909091	18
function_words	back	0.515151515152	18
adjectives	bad	0.590909090909	18
nouns	ball	0.954545454545	18
nouns	balloon	0.939393939394	18
nouns	banana	0.924242424242	18
other	bath	0.984848484848	18
nouns	bathroom	0.848484848485	18
nouns	bathtub	0.939393939394	18
nouns	beach	0.166666666667	18
nouns	beads	0.19696969697	18
nouns	bear	0.712121212121	18
nouns	bed	0.878787878788	18
nouns	bedroom	0.757575757576	18
nouns	bee	0.5	18
nouns	belly button	0.833333333333	18
nouns	bib	0.757575757576	18
nouns	bicycle	0.69696969697	18
adjectives	big	0.515151515152	18
nouns	bird	0.909090909091	18
verbs	bite	0.893939393939	18
nouns	blanket	0.939393939394	18
nouns	block	0.742424242424	18
verbs	blow	0.787878787879	18
adjectives	blue	0.318181818182	18
nouns	book	0.954545454545	18
nouns	boots	0.454545454545	18
nouns	bottle	0.863636363636	18
nouns	bowl	0.80303030303	18
nouns	box	0.712121212121	18
other	boy	0.439393939394	18
nouns	bread	0.727272727273	18
verbs	break	0.393939393939	18
other	breakfast	0.787878787879	18
verbs	bring	0.80303030303	18
adjectives	broken	0.530303030303	18
nouns	broom	0.666666666667	18
other	brother	0.227272727273	18
nouns	brush	0.893939393939	18
nouns	bubbles	0.833333333333	18
nouns	bug	0.606060606061	18
verbs	bump	0.515151515152	18
nouns	bunny	0.757575757576	18
nouns	bus	0.560606060606	18
nouns	butter	0.287878787879	18
nouns	butterfly	0.454545454545	18
nouns	button	0.651515151515	18
other	bye	1.0	18
