lexical_classes	Type	prop	age
function_words	her	0.0510204081633	11
other	hi	0.632653061224	11
nouns	high chair	0.367346938776	11
function_words	his	0.0510204081633	11
verbs	hit	0.163265306122	11
nouns	home	0.234693877551	11
nouns	horse	0.112244897959	11
adjectives	hot	0.244897959184	11
nouns	house	0.0918367346939	11
function_words	how	0.0408163265306	11
verbs	hug	0.367346938776	11
adjectives	hungry	0.265306122449	11
verbs	hurry	0.0408163265306	11
adjectives	hurt	0.102040816327	11
function_words	i	0.0510204081633	11
nouns	ice cream	0.122448979592	11
function_words	in	0.214285714286	11
function_words	inside	0.132653061224	11
function_words	it	0.0612244897959	11
nouns	jacket	0.0918367346939	11
nouns	jeans	0.030612244898	11
nouns	juice	0.551020408163	11
verbs	jump	0.0714285714286	11
nouns	keys	0.459183673469	11
verbs	kick	0.132653061224	11
verbs	kiss	0.581632653061	11
nouns	kitchen	0.204081632653	11
nouns	kitty	0.479591836735	11
nouns	knee	0.0408163265306	11
other	lady	0.0612244897959	11
nouns	lamb	0.0510204081633	11
nouns	lamp	0.030612244898	11
other	later	0.030612244898	11
nouns	leg	0.0918367346939	11
nouns	light	0.244897959184	11
nouns	lion	0.0510204081633	11
adjectives	little (description)	0.0612244897959	11
nouns	living room	0.102040816327	11
verbs	look	0.367346938776	11
verbs	love	0.19387755102	11
other	lunch	0.285714285714	11
other	man	0.0714285714286	11
function_words	me	0.102040816327	11
nouns	meat	0.0714285714286	11
nouns	medicine	0.142857142857	11
other	meow	0.428571428571	11
nouns	milk	0.459183673469	11
function_words	mine	0.163265306122	11
other	mommy	0.959183673469	11
nouns	money	0.0612244897959	11
nouns	monkey	0.0612244897959	11
other	moo	0.244897959184	11
nouns	moon	0.0714285714286	11
function_words	more	0.377551020408	11
other	morning	0.0510204081633	11
nouns	motorcycle	0.0612244897959	11
nouns	mouse	0.0510204081633	11
nouns	mouth	0.428571428571	11
function_words	my	0.0612244897959	11
other	nap	0.377551020408	11
adjectives	naughty	0.0612244897959	11
nouns	necklace	0.0612244897959	11
adjectives	nice	0.163265306122	11
other	night	0.112244897959	11
other	no	0.867346938776	11
function_words	none	0.0510204081633	11
nouns	nose	0.489795918367	11
function_words	not	0.0408163265306	11
other	now	0.0510204081633	11
function_words	off	0.204081632653	11
adjectives	old	0.0204081632653	11
function_words	on	0.19387755102	11
verbs	open	0.265306122449	11
nouns	orange (food)	0.0612244897959	11
function_words	other	0.0408163265306	11
other	ouch	0.377551020408	11
function_words	out	0.244897959184	11
nouns	outside	0.540816326531	11
nouns	oven	0.0612244897959	11
nouns	owie/boo boo	0.15306122449	11
nouns	owl	0.0408163265306	11
nouns	pajamas	0.224489795918	11
nouns	pants	0.102040816327	11
nouns	paper	0.102040816327	11
nouns	park	0.112244897959	11
nouns	party	0.0510204081633	11
nouns	noodles, spaghetti	0.112244897959	11
other	pattycake	0.581632653061	11
nouns	peas	0.112244897959	11
other	peekaboo	0.795918367347	11
nouns	pen	0.112244897959	11
nouns	penguin	0.030612244898	11
nouns	penny	0.0408163265306	11
other	people	0.0612244897959	11
other	person	0.030612244898	11
nouns	picture	0.0816326530612	11
nouns	pig	0.112244897959	11
nouns	pillow	0.19387755102	11
nouns	pizza	0.0816326530612	11
nouns	plant	0.122448979592	11
nouns	plate	0.0714285714286	11
verbs	play	0.214285714286	11
nouns	play pen	0.15306122449	11
other	please	0.163265306122	11
nouns	pony	0.0612244897959	11
nouns	pool	0.183673469388	11
nouns	potty	0.0918367346939	11
adjectives	pretty	0.163265306122	11
verbs	pull	0.0714285714286	11
nouns	puppy	0.255102040816	11
nouns	purse	0.163265306122	11
verbs	push	0.102040816327	11
verbs	put	0.0918367346939	11
other	quack quack	0.275510204082	11
nouns	radio	0.112244897959	11
nouns	rain	0.0714285714286	11
nouns	raisin	0.0510204081633	11
verbs	read	0.183673469388	11
adjectives	red	0.0408163265306	11
nouns	refrigerator	0.112244897959	11
verbs	ride	0.132653061224	11
nouns	rock	0.0612244897959	11
nouns	rocking chair	0.102040816327	11
verbs	run	0.0816326530612	11
function_words	same	0.0408163265306	11
verbs	say	0.112244897959	11
adjectives	scared	0.0408163265306	11
nouns	school	0.0510204081633	11
nouns	scissors	0.030612244898	11
verbs	see	0.183673469388	11
nouns	sheep	0.0714285714286	11
other	shh/shush/hush	0.30612244898	11
nouns	shirt	0.132653061224	11
nouns	shoe	0.540816326531	11
nouns	shorts	0.0612244897959	11
nouns	shovel	0.030612244898	11
verbs	show	0.0816326530612	11
adjectives	sick	0.0612244897959	11
verbs	sing	0.173469387755	11
nouns	sink	0.0612244897959	11
other	sister	0.255102040816	11
nouns	sky	0.0510204081633	11
verbs	sleep	0.244897959184	11
adjectives	sleepy	0.214285714286	11
nouns	slide (object)	0.0918367346939	11
verbs	smile	0.224489795918	11
nouns	snow	0.0204081632653	11
nouns	soap	0.0816326530612	11
nouns	sock	0.428571428571	11
adjectives	soft	0.0714285714286	11
function_words	some	0.0816326530612	11
verbs	splash	0.295918367347	11
nouns	spoon	0.34693877551	11
nouns	squirrel	0.0510204081633	11
nouns	stairs	0.173469387755	11
nouns	star	0.0612244897959	11
verbs	stop	0.255102040816	11
nouns	store	0.122448979592	11
nouns	stove	0.0612244897959	11
nouns	stroller	0.408163265306	11
nouns	sun	0.0714285714286	11
nouns	sweater	0.0408163265306	11
verbs	swim	0.15306122449	11
verbs	swing (action)	0.173469387755	11
nouns	swing (object)	0.234693877551	11
nouns	table	0.132653061224	11
verbs	take	0.0714285714286	11
other	teacher	0.0408163265306	11
nouns	teddybear	0.367346938776	11
nouns	telephone	0.397959183673	11
other	thank you	0.316326530612	11
function_words	that	0.0510204081633	11
function_words	there	0.0918367346939	11
adjectives	thirsty	0.163265306122	11
function_words	this	0.0816326530612	11
verbs	throw	0.173469387755	11
verbs	tickle	0.244897959184	11
nouns	tiger	0.0408163265306	11
adjectives	tired	0.173469387755	11
nouns	toast	0.163265306122	11
other	today	0.0408163265306	11
nouns	toe	0.285714285714	11
other	tomorrow	0.0408163265306	11
nouns	tongue	0.163265306122	11
other	tonight	0.0510204081633	11
nouns	tooth	0.142857142857	11
nouns	toothbrush	0.19387755102	11
verbs	touch	0.19387755102	11
nouns	towel	0.102040816327	11
nouns	toy (object)	0.418367346939	11
nouns	train	0.0714285714286	11
nouns	trash	0.0918367346939	11
nouns	tree	0.183673469388	11
nouns	truck	0.244897959184	11
nouns	tummy	0.275510204082	11
nouns	turkey	0.0408163265306	11
nouns	turtle	0.0816326530612	11
nouns	tv	0.367346938776	11
other	uh oh	0.561224489796	11
other	uncle	0.15306122449	11
function_words	under	0.142857142857	11
function_words	up	0.336734693878	11
nouns	vacuum	0.224489795918	11
other	vroom	0.214285714286	11
other	wait	0.19387755102	11
verbs	walk	0.336734693878	11
other	wanna/want to	0.132653061224	11
verbs	wash	0.173469387755	11
verbs	watch (action)	0.102040816327	11
nouns	watch (object)	0.122448979592	11
nouns	water (beverage)	0.326530612245	11
nouns	water (not beverage)	0.34693877551	11
adjectives	wet	0.132653061224	11
function_words	what	0.132653061224	11
function_words	when	0.0204081632653	11
function_words	where	0.265306122449	11
function_words	who	0.112244897959	11
function_words	why	0.0204081632653	11
nouns	window	0.214285714286	11
verbs	wipe	0.142857142857	11
other	woof woof	0.357142857143	11
nouns	work (place)	0.0816326530612	11
verbs	write	0.0408163265306	11
nouns	backyard	0.132653061224	11
other	yes	0.479591836735	11
function_words	you	0.0918367346939	11
function_words	your	0.0816326530612	11
adjectives	yucky	0.30612244898	11
other	yum yum	0.408163265306	11
nouns	zipper	0.102040816327	11
nouns	zoo	0.0408163265306	11
