lexical_classes	Type	prop	age
nouns	airplane	0.367936925099	13
function_words	all	0.0906701708279	13
adjectives	all gone	0.749014454665	13
nouns	animal	0.15505913272	13
function_words	another	0.107752956636	13
nouns	apple	0.371879106439	13
nouns	arm	0.22864651774	13
adjectives	asleep	0.214191852825	13
other	aunt	0.197109067017	13
function_words	away	0.0749014454665	13
other	baa baa	0.459921156373	13
other	baby	0.668856767411	13
other	babysitter	0.0709592641261	13
other	babysitter's name	0.323258869908	13
function_words	back	0.127463863338	13
adjectives	bad	0.249671484888	13
nouns	ball	0.900131406045	13
nouns	balloon	0.643889618922	13
nouns	banana	0.687253613666	13
other	bath	0.862023653088	13
nouns	bathroom	0.406044678055	13
nouns	bathtub	0.600525624179	13
nouns	beach	0.0551905387648	13
nouns	beads	0.0525624178712	13
nouns	bear	0.42838370565	13
nouns	bed	0.486202365309	13
nouns	bedroom	0.279894875164	13
nouns	bee	0.130091984231	13
nouns	belly button	0.382391590013	13
nouns	bib	0.425755584757	13
nouns	bicycle	0.172141918528	13
adjectives	big	0.201051248357	13
nouns	bird	0.567674113009	13
verbs	bite	0.544021024967	13
nouns	blanket	0.517739816032	13
nouns	block	0.402102496715	13
verbs	blow	0.362680683311	13
adjectives	blue	0.042049934297	13
nouns	book	0.864651773982	13
nouns	boots	0.0565045992116	13
nouns	bottle	0.725361366623	13
nouns	bowl	0.272010512484	13
nouns	box	0.198423127464	13
other	boy	0.148488830486	13
nouns	bread	0.395532194481	13
verbs	break	0.0394218134034	13
other	breakfast	0.478318002628	13
verbs	bring	0.520367936925	13
adjectives	broken	0.0670170827858	13
nouns	broom	0.219448094612	13
other	brother	0.183968462549	13
nouns	brush	0.555847568988	13
nouns	bubbles	0.403416557162	13
nouns	bug	0.126149802891	13
verbs	bump	0.15111695138	13
nouns	bunny	0.438896189225	13
nouns	bus	0.174770039422	13
nouns	butter	0.0367936925099	13
nouns	butterfly	0.140604467806	13
nouns	button	0.3061760841	13
other	bye	0.960578186597	13
nouns	cake	0.105124835742	13
nouns	candy	0.101182654402	13
nouns	car	0.718791064389	13
adjectives	careful	0.491458607096	13
nouns	carrots	0.257555847569	13
nouns	cat	0.671484888305	13
nouns	cereal	0.413929040736	13
nouns	chair	0.419185282523	13
nouns	cheek	0.107752956636	13
nouns	cheerios	0.632063074901	13
nouns	cheese	0.454664914586	13
nouns	chicken (animal)	0.18791064389	13
nouns	chicken (food)	0.180026281209	13
other	child	0.053876478318	13
other	child's own name	0.897503285151	13
other	choo choo	0.291721419185	13
nouns	church	0.101182654402	13
verbs	clean (action)	0.219448094612	13
adjectives	clean (description)	0.15900131406	13
nouns	clock	0.172141918528	13
verbs	close	0.449408672799	13
nouns	coat	0.214191852825	13
other	cockadoodledoo	0.177398160315	13
nouns	coffee	0.0696452036794	13
adjectives	cold	0.26938239159	13
nouns	comb	0.299605781866	13
nouns	cookie	0.61629434954	13
nouns	couch	0.237844940867	13
nouns	cow	0.417871222076	13
nouns	cracker	0.622864651774	13
nouns	crib	0.361366622865	13
verbs	cry	0.323258869908	13
nouns	cup	0.704336399474	13
adjectives	cute	0.137976346912	13
other	daddy	0.960578186597	13
verbs	dance	0.629434954008	13
adjectives	dark	0.0630749014455	13
other	day	0.0578186596583	13
nouns	deer	0.0525624178712	13
nouns	diaper	0.787122207622	13
other	dinner	0.407358738502	13
adjectives	dirty	0.298291721419	13
nouns	dish	0.136662286465	13
nouns	dog	0.846254927727	13
nouns	doll	0.411300919842	13
other	don't	0.626806833114	13
nouns	donkey	0.0433639947438	13
nouns	door	0.541392904074	13
function_words	down	0.516425755585	13
verbs	draw	0.0893561103811	13
nouns	drawer	0.189224704336	13
nouns	dress (object)	0.134034165572	13
verbs	drink (action)	0.688567674113	13
nouns	drink (beverage)	0.634691195795	13
verbs	drive	0.161629434954	13
adjectives	dry (description)	0.0827858081472	13
nouns	duck	0.561103810775	13
nouns	ear	0.46517739816	13
verbs	eat	0.65308804205	13
nouns	egg	0.164257555848	13
nouns	elephant	0.183968462549	13
adjectives	empty	0.229960578187	13
nouns	eye	0.553219448095	13
nouns	face	0.211563731932	13
verbs	fall	0.26938239159	13
adjectives	fast	0.0525624178712	13
verbs	feed	0.15111695138	13
adjectives	fine	0.00919842312746	13
nouns	finger	0.332457293035	13
verbs	finish	0.113009198423	13
nouns	firetruck	0.139290407359	13
nouns	fish (animal)	0.385019710907	13
nouns	fish (food)	0.0946123521682	13
nouns	flower	0.38370565046	13
nouns	food	0.335085413929	13
nouns	foot	0.530880420499	13
nouns	fork	0.185282522996	13
nouns	frog	0.185282522996	13
nouns	garage	0.103810775296	13
nouns	garden	0.0486202365309	13
adjectives	gentle	0.371879106439	13
verbs	get	0.557161629435	13
nouns	giraffe	0.0998685939553	13
other	girl	0.143232588699	13
verbs	give	0.654402102497	13
nouns	glass	0.15505913272	13
nouns	glasses	0.392904073587	13
verbs	go	0.558475689882	13
adjectives	good	0.454664914586	13
other	night night	0.760840998686	13
nouns	goose	0.0551905387648	13
other	grandma	0.670170827858	13
other	grandpa	0.555847568988	13
other	grrr	0.473061760841	13
nouns	hair	0.54270696452	13
nouns	hammer	0.0998685939553	13
nouns	hand	0.429697766097	13
adjectives	happy	0.185282522996	13
adjectives	hard	0.0381077529566	13
nouns	hat	0.512483574244	13
nouns	head	0.35085413929	13
other	hello	0.57555847569	13
verbs	help	0.161629434954	13
function_words	her	0.0486202365309	13
other	hi	0.826544021025	13
nouns	high chair	0.500657030223	13
function_words	his	0.0354796320631	13
verbs	hit	0.268068331143	13
nouns	home	0.374507227332	13
nouns	horse	0.304862023653	13
adjectives	hot	0.46517739816	13
nouns	house	0.208935611038	13
function_words	how	0.0289093298292	13
verbs	hug	0.663600525624	13
adjectives	hungry	0.454664914586	13
verbs	hurry	0.0893561103811	13
adjectives	hurt	0.134034165572	13
function_words	i	0.0919842312746	13
nouns	ice cream	0.220762155059	13
function_words	in	0.382391590013	13
function_words	inside	0.223390275953	13
function_words	it	0.0919842312746	13
nouns	jacket	0.211563731932	13
nouns	jeans	0.042049934297	13
nouns	juice	0.672798948752	13
verbs	jump	0.131406044678	13
nouns	keys	0.639947437582	13
verbs	kick	0.172141918528	13
verbs	kiss	0.797634691196	13
nouns	kitchen	0.340341655716	13
nouns	kitty	0.674113009198	13
nouns	knee	0.0932982917214	13
other	lady	0.0683311432326	13
nouns	lamb	0.140604467806	13
nouns	lamp	0.107752956636	13
other	later	0.0512483574244	13
nouns	leg	0.18791064389	13
nouns	light	0.412614980289	13
nouns	lion	0.164257555848	13
adjectives	little (description)	0.0775295663601	13
nouns	living room	0.116951379763	13
verbs	look	0.628120893561	13
verbs	love	0.360052562418	13
other	lunch	0.406044678055	13
other	man	0.0814717477004	13
function_words	me	0.189224704336	13
nouns	meat	0.0906701708279	13
nouns	medicine	0.223390275953	13
other	meow	0.608409986859	13
nouns	milk	0.650459921156	13
function_words	mine	0.193166885677	13
other	mommy	0.977660972405	13
nouns	money	0.0735873850197	13
nouns	monkey	0.216819973719	13
other	moo	0.482260183968	13
nouns	moon	0.190538764783	13
function_words	more	0.53876478318	13
other	morning	0.0762155059133	13
nouns	motorcycle	0.0617608409987	13
nouns	mouse	0.143232588699	13
nouns	mouth	0.559789750329	13
function_words	my	0.0998685939553	13
other	nap	0.563731931669	13
adjectives	naughty	0.0722733245729	13
nouns	necklace	0.11432325887	13
adjectives	nice	0.223390275953	13
other	night	0.147174770039	13
other	no	0.960578186597	13
function_words	none	0.0551905387648	13
nouns	nose	0.69776609724	13
function_words	not	0.065703022339	13
other	now	0.0827858081472	13
function_words	off	0.356110381078	13
adjectives	old	0.011826544021	13
function_words	on	0.333771353482	13
verbs	open	0.492772667543	13
nouns	orange (food)	0.141918528252	13
function_words	other	0.0433639947438	13
other	ouch	0.483574244415	13
function_words	out	0.336399474376	13
nouns	outside	0.6938239159	13
nouns	oven	0.103810775296	13
nouns	owie/boo boo	0.26544021025	13
nouns	owl	0.119579500657	13
nouns	pajamas	0.374507227332	13
nouns	pants	0.264126149803	13
nouns	paper	0.23258869908	13
nouns	park	0.189224704336	13
nouns	party	0.0315374507227	13
nouns	noodles, spaghetti	0.253613666229	13
other	pattycake	0.668856767411	13
nouns	peas	0.212877792378	13
other	peekaboo	0.925098554534	13
nouns	pen	0.19185282523	13
nouns	penguin	0.0565045992116	13
nouns	penny	0.0328515111695	13
other	people	0.0906701708279	13
other	person	0.0315374507227	13
nouns	picture	0.247043363995	13
nouns	pig	0.35085413929	13
nouns	pillow	0.31011826544	13
nouns	pizza	0.135348226018	13
nouns	plant	0.204993429698	13
nouns	plate	0.156373193167	13
verbs	play	0.352168199737	13
nouns	play pen	0.120893561104	13
other	please	0.281208935611	13
nouns	pony	0.0893561103811	13
nouns	pool	0.186596583443	13
nouns	potty	0.147174770039	13
adjectives	pretty	0.223390275953	13
verbs	pull	0.15900131406	13
nouns	puppy	0.444152431012	13
nouns	purse	0.226018396846	13
verbs	push	0.278580814717	13
verbs	put	0.264126149803	13
other	quack quack	0.524310118265	13
nouns	radio	0.113009198423	13
nouns	rain	0.128777923784	13
nouns	raisin	0.103810775296	13
verbs	read	0.42049934297	13
adjectives	red	0.0381077529566	13
nouns	refrigerator	0.299605781866	13
verbs	ride	0.294349540079	13
nouns	rock	0.145860709593	13
nouns	rocking chair	0.165571616294	13
verbs	run	0.123521681997	13
function_words	same	0.0144546649146	13
verbs	say	0.260183968463	13
adjectives	scared	0.0354796320631	13
nouns	school	0.0880420499343	13
nouns	scissors	0.0512483574244	13
verbs	see	0.341655716163	13
nouns	sheep	0.156373193167	13
other	shh/shush/hush	0.482260183968	13
nouns	shirt	0.331143232589	13
nouns	shoe	0.777923784494	13
nouns	shorts	0.0985545335085	13
nouns	shovel	0.0735873850197	13
verbs	show	0.27332457293	13
adjectives	sick	0.0486202365309	13
verbs	sing	0.30223390276	13
nouns	sink	0.0788436268068	13
other	sister	0.202365308804	13
nouns	sky	0.134034165572	13
verbs	sleep	0.399474375821	13
adjectives	sleepy	0.395532194481	13
nouns	slide (object)	0.261498028909	13
verbs	smile	0.272010512484	13
nouns	snow	0.0604467805519	13
nouns	soap	0.178712220762	13
nouns	sock	0.628120893561	13
adjectives	soft	0.185282522996	13
function_words	some	0.122207621551	13
verbs	splash	0.434954007884	13
nouns	spoon	0.512483574244	13
nouns	squirrel	0.0906701708279	13
nouns	stairs	0.337713534823	13
nouns	star	0.0985545335085	13
verbs	stop	0.458607095926	13
nouns	store	0.211563731932	13
nouns	stove	0.0827858081472	13
nouns	stroller	0.54270696452	13
nouns	sun	0.11826544021	13
nouns	sweater	0.0788436268068	13
verbs	swim	0.130091984231	13
verbs	swing (action)	0.339027595269	13
nouns	swing (object)	0.406044678055	13
nouns	table	0.254927726675	13
verbs	take	0.140604467806	13
other	teacher	0.0275952693824	13
nouns	teddybear	0.50197109067	13
nouns	telephone	0.676741130092	13
other	thank you	0.570302233903	13
function_words	that	0.247043363995	13
function_words	there	0.22864651774	13
adjectives	thirsty	0.337713534823	13
function_words	this	0.181340341656	13
verbs	throw	0.525624178712	13
verbs	tickle	0.429697766097	13
nouns	tiger	0.113009198423	13
adjectives	tired	0.325886990802	13
nouns	toast	0.223390275953	13
other	today	0.0157687253614	13
nouns	toe	0.37976346912	13
other	tomorrow	0.0065703022339	13
nouns	tongue	0.262812089356	13
other	tonight	0.0170827858081	13
nouns	tooth	0.373193166886	13
nouns	toothbrush	0.503285151117	13
verbs	touch	0.291721419185	13
nouns	towel	0.210249671485	13
nouns	toy (object)	0.496714848883	13
nouns	train	0.248357424442	13
