	(u'aa',)	(u'ae',)	(u'ah',)	(u'ao',)	(u'aw',)	(u'ax',)	(u'ay',)	(u'b',)	(u'ch',)	(u'd',)	(u'dh',)	(u'eh',)	(u'er',)	(u'ey',)	(u'f',)	(u'g',)	(u'hh',)	(u'ih',)	(u'iy',)	(u'jh',)	(u'k',)	(u'l',)	(u'm',)	(u'n',)	(u'ng',)	(u'ow',)	(u'oy',)	(u'p',)	(u'r',)	(u's',)	(u'sh',)	(u't',)	(u'th',)	(u'uh',)	(u'uw',)	(u'v',)	(u'w',)	(u'y',)	(u'z',)
(u'aa',)	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0.0	0	0.0	0.0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0.0	0	0.0
(u'ae',)	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0.0	0	0	0
(u'ah',)	0	0	0	0	0	0	0	0	0	0	0.065375	0	0	0	0	0	0	0	0	0	0.353025	0	0.0065375	0.0242821428571	0.0	0	0	0	0	0	0	0.002615	0	0	0	0.0	0	0	0.0
(u'ao',)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
(u'aw',)	0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0	0	0.0	0
(u'ax',)	0	0	0.0	0	0	0	0	0.00950909090909	0	0.02615	0	0	0	0	0.01046	0.0523	0.07845	0	0	0	0.117675	0.013075	0.00290555555556	0.04249375	0.0	0	0	0.028765	0.013075	0.00581111111111	0	0.013075	0	0	0	0	0	0	0
(u'ay',)	0	0	0	0	0	0.02615	0	0	0	0.07845	0	0.0	0	0	0.1046	0.2092	0.4707	0	0	0	0.100864285714	0.1569	0.013075	0.169975	0	0	0	0	0	0.0149428571429	0	0.00523	0.0174333333333	0	0	0.0	0	0	0
(u'b',)	0	0.0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0	0	0	0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0
(u'ch',)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0
(u'd',)	0.013075	0.013075	0.0	0.013075	0	0.00523	0.07845	0	0	0	0.13075	0	0	0	0	0.0298857142857	0	0.0348666666667	0.0	0.0196125	0	0	0	0.33995	0	0.2092	0	0	0	0	0	0	0	0	0.0	0	0.3661	0.065375	0
(u'dh',)	0	0.0	0	0	0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0
(u'eh',)	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0	0
(u'er',)	0	0	0	0	0	0.0588375	0	0	0	0	0	0	0	0	0.4707	0	1	0	0	0	0	0.117675	0	0	0	0	0	0	0	0	0	0.353025	0	0	0	0	1	0	0.0
(u'ey',)	0.169975	0	0	0	0	0.169975	0	0.453266666667	0	1	0.849875	0	0	0	0	0	0.437078571429	0.6799	0	0.169975	0.917865	0.33995	0.0849875	0	0	1	0	0.9348625	0	0.33995	0	0.509925	0	0	0	0.0	1	0	0.0
(u'f',)	0	0	0	0.02615	0	0	0.1569	0	0	0	0	0	0.0	0.0	0	0	0	0	0.0	0	0	0.0523	0	0	0	0.8368	0	0	0.0523	0	0	0	0	0.0	0	0	0.29288	0.2615	0
(u'g',)	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
(u'hh',)	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0	0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
(u'ih',)	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0	0	0	0.0	0	0	0.0
(u'iy',)	0.300725	0	0	0	0	0	0	1	0	0.4510875	1	0.0	0	0	0.400966666667	0	1	1	0	0	0.4510875	0.902175	0.200483333333	0.781885	0	1	0	0	0	0.300725	0	0.4510875	0	0	0	0	0	0.300725	0.0
(u'jh',)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
(u'k',)	0.248425	0.009937	0.0	0.248425	0	0.0225840909091	1	1	0	0	1	0	0	0.0	0	0	1	0.165616666667	0.0	0	1	1	0	1	0	1	0	1	0.0414041666667	0.110411111111	0	0.3726375	0	0.0	0	0	1	0.248425	0
(u'l',)	0.033995	0.04249375	0	0	0.0	0.169975	0.33995	0	0	0.33995	0.4249375	0.0	0	0.0	0	0	0	0	0.0	0	1	0	0	0	0	0.54392	0	0	0.0849875	0.6799	0	0	0	0.0	0	0	0	0.849875	0.0
(u'm',)	0.013075	0	0.0	0.1046	0.0	0.1046	0.1569	0	0	0	0	0.0	0	0.0	0	0.8368	0	0.0697333333333	0.0	0	0	0	0	0	0	0.8368	0	0.5753	0.1046	0	0	0.3138	0	0	0	0	1	0.523	0
(u'n',)	0.02615	0	0	0	0.0	0.013075	0.0482769230769	0	0	0.0482769230769	0.13075	0.0	0	0.0	0.4184	0	0.6276	0	0.0	0	1	0.3138	0.1046	0	0	0.2092	0	0.28765	0.1046	0.2092	0	0.0523	0	0	0.0	0	0.976266666667	0.0435833333333	0
(u'ng',)	0	0	0	0	0	0.013075	0	0	0	0	0	0.0	0	0	0	0	0	0.0523	0	0	0.07845	0	0	0	0	0	0	0.28765	0	0	0	0	0	0	0	0	0	0.13075	0.0
(u'ow',)	0	0.13075	0	0	0	0	0.39225	1	0	0.7845	0.435833333333	0	0	0	0.523	0	1	0.523	0	0	1	0.2615	0.13075	0.566583333333	0	0	0	0	0	0	0	0.39225	0	0	0	0.0	1	0.65375	0.0
(u'oy',)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(u'p',)	0	0.0	0	0.0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
(u'r',)	0.065375	0.0217916666667	0	0	0	0.13075	0.196125	1	0	0.7845	1	0.0	0.0	0	0.2615	0.523	1	0.1046	0.0	0	1	0	0.0871666666667	0.849875	0	1	0	0.719125	0	0.2615	0.065375	0.196125	0	0	0	0	0	0	0.0
(u's',)	0.04184	0	0.0	0.1046	0	0.0348666666667	0	0	0	1	1	0	0	0.0	0	1	0	0.2092	0.0	0	0.806914285714	0.6276	0.0464888888889	0.906533333333	0	0	0	1	0.1046	0	0	0.1569	0	0	0	0	1	0.523	0
(u'sh',)	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
(u't',)	0.1569	0	0	0.3138	0.0	0.0196125	1	0	0	0	0.523	0.0	0	0.0	0.6276	1	1	0.12552	0.0	0	1	0	0.6276	1	0	0	0	1	0.3138	0.0570545454545	0	0	0.6276	0	0.0	0	1	0.2615	0
(u'th',)	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
(u'uh',)	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0
(u'uw',)	0.2615	0	0	0	0	0	0.523	1	0	0.174333333333	0	0	0	0	0.116222222222	1	0	1	0	0	1	0.523	0.1046	1	0	1	0	0.958833333333	0.2615	0.1046	0	0	0.2615	0	0	0	1	1	0.0
(u'v',)	0	0	0	0	0	0.0065375	0	0.2092	0	0	0.13075	0	0.0	0	0	0.0348666666667	0	0	0	0	0	0	0	0	0	0.2092	0	0	0	0.02615	0	0.039225	0.02615	0	0	0	0	0.065375	0
(u'w',)	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
(u'y',)	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
(u'z',)	0.1569	0.07845	0	0	0	0.07845	0	1	0	0	0.196125	0	0	0	0.3138	1	1	0.1569	0	0	1	0.9414	0	1	0	1	0	0.246557142857	0.1569	0.3138	0.117675	0.4707	0	0	0	0	0	0.7845	0
