Freq	Type
2322	you
873	the
651	here
595	go
590	it
587	that
572	come
530	on
490	what
480	your
445	are
443	okay
404	oh
384	this
367	we
348	no
348	and
333	is
327	yeah
320	good
308	don't
295	look
289	get
283	gonna
282	huh
281	i
276	it's
272	there
261	do
257	a
246	yes
238	see
230	for
228	wanna
227	up
225	one
217	boy
212	want
204	out
198	baby
194	to
193	have
190	some
188	all
186	that's
180	where
179	of
177	let's
174	not
166	now
166	like
166	brook
155	put
153	be
148	he's
146	so
145	i'm
142	sweet
142	play
142	ball
142	back
140	with
136	too
136	in
135	more
134	hey
133	doing
132	what's
130	we'll
130	my
127	me
126	alright
125	can
125	dillon
123	he
123	off
122	just
120	there's
119	over
119	down
116	very
113	right
109	did
108	try
107	little
107	got
103	was
103	mama
100	him
99	they
97	think
97	hello
96	heart
93	say
92	them
86	can't
86	hi
85	other
84	gotta
83	take
80	kitty
79	thing
76	chicken
75	stop
75	icy
75	at
74	who
74	these
73	but
72	water
72	watch
71	i'll
70	give
70	m
69	well
69	walk
67	how
67	hand
66	sit
66	let
65	those
61	big
60	his
58	away
58	about
57	why
56	cake
55	way
55	nice
55	again
52	where's
52	pull
51	says
50	uhoh
48	whoa
48	side
48	mkay
47	juice
45	will
44	make
44	hit
44	foot
43	ready
43	leg
43	didn't
41	sleepy
41	cup
41	boneen
41	byebye
39	would
39	peg
39	doggie
39	daddy
38	push
38	around
37	yum
37	open
37	lemme
37	boo
37	bean
36	head
35	when
35	wash
35	silly
35	nose
35	gimme
34	hot
33	three
33	care
33	who's
33	dinner
33	does
33	chips
33	chair
33	book
33	bird
32	throw
32	thank
32	should
32	need
32	if
32	hold
32	any
32	done
32	booboo
31	wet
31	through
31	stick
31	really
31	leave
31	hang
31	goes
31	bit
31	as
30	mouth
30	eat
30	hair
30	feel
30	door
30	brush
29	turn
29	today
29	run
29	though
29	then
28	drum
28	bite
28	or
27	patty
27	maybe
27	icky
27	fish
27	else
26	which
26	wait
26	part
26	move
26	mean
26	feet
26	by
25	rocks
25	mister
25	much
25	phone
24	yummy
24	diaper
24	boom
23	were
23	tweet
23	tree
23	tired
23	love
23	had
23	glass
23	from
23	floor
23	doesn't
23	cheese
23	better
22	yuck
22	still
22	stuff
22	moomooshas
22	clean
21	went
21	time
21	read
21	name
21	lettuce
21	dada
21	arm
20	won't
20	shirt
20	suppose
20	roll
20	poopie
20	mommy
20	cut
20	her
20	help
20	has
20	great
19	you'll
19	yep
19	ya
19	whoops
19	she
19	noodle
19	moo
19	most
19	lunch
19	clap
19	fell
19	find
19	ducks
19	bottle
18	spoon
18	kick
18	hurt
18	honey
18	fast
18	dry
18	dirty
18	change
18	birds
18	bunny
17	tasty
17	tough
17	stroller
17	sun
17	pee
17	piggy
17	quack
17	could
17	keep
17	eating
17	hoot
17	hat
17	hard
17	food
17	booboon
17	bear
17	enough
16	stand
16	school
16	leaves
16	later
16	gee
16	fly
16	face
16	chance
16	bring
16	bounce
16	bang
16	our
16	aren't
15	yard
15	shoes
15	second
15	room
15	must
15	lord
15	crawl
15	cow
15	jump
15	fix
15	fall
15	fuss
14	woof
14	wind
14	word
14	white
14	oops
14	truck
14	shake
14	plant
14	mad
14	crazy
14	carrot
14	even
14	house
14	gone
14	feed
14	drink
14	dog
14	booty
14	orange
14	us
13	toes
13	talk
13	pretty
13	piece
13	long
13	kinda
13	kind
13	calm
13	isn't
13	green
13	ground
13	fold
13	day
13	because
13	baa
13	body
13	alone
12	wave
12	teeth
12	thirsty
12	towel
12	stay
12	sleep
12	please
12	milk
12	might
12	likes
12	kiss
12	catch
12	game
12	five
12	n
12	chew
12	babe
12	bad
12	into
12	owl
12	ouch
11	work
11	wide
11	warm
11	tonight
11	touch
11	stew
11	spit
11	shoe
11	rest
11	peep
11	man
11	leaf
11	learn
11	light
