Freq	Type
1528	you
943	the
724	oh
703	a
536	it
507	are
487	and
483	your
457	that
443	go
438	yeah
394	what
379	here
375	look
375	this
372	okay
368	in
359	on
357	that's
356	we
352	get
349	to
337	is
329	mommy
323	up
282	no
268	let's
267	morgan
254	there
247	put
247	at
232	more
225	see
215	do
215	baby
207	down
202	one
196	it's
195	say
193	not
189	for
189	i
188	ew
179	have
178	come
170	right
170	can
169	now
169	of
161	got
160	morgie
158	just
158	all
157	out
152	good
151	water
142	where
140	don't
140	ball
132	hi
132	be
130	with
123	big
117	girl
117	did
113	ease
110	me
109	d
108	too
108	man
108	back
106	there's
105	want
105	play
102	boom
101	here's
97	gonna
96	wanna
95	mom
94	where's
91	mommy's
91	or
91	other
89	yes
88	some
87	hands
86	we'll
82	what's
82	huh
81	off
80	so
80	my
80	hey
78	lee
78	eat
78	book
77	take
75	those
75	them
74	way
73	let
72	sweetie
72	little
71	bite
70	but
69	kitty
69	they
66	well
65	read
64	lit
63	can't
63	i'm
61	time
61	sit
60	teddy
60	brisco
59	like
59	he
57	her
57	how
57	bear
56	shoes
56	feet
55	isn't
54	head
52	wow
52	turn
52	sweet
52	shirt
51	yell
51	try
50	you'll
50	will
50	over
50	if
50	hold
50	byebye
50	ice
49	uhoh
49	tick
49	side
48	pee
48	own
48	hair
48	ann
47	mandy
47	diaper
46	cookie
44	t
44	hand
44	i'll
43	yay
43	thank
43	key
43	jeez
42	blue
42	babe
40	pooh
40	pants
40	milk
40	him
40	green
40	doggie
40	chew
39	why
39	daddy
39	bout
38	wants
38	stand
38	clean
38	these
38	basket
37	knee
37	bath
37	i'd
36	purr
36	nose
36	nice
36	fun
36	s
36	doesn't
35	whoa
35	think
35	foot
35	dada
35	brown
34	she
34	sauce
34	clap
34	cow
34	horse
34	give
34	flower
34	bird
33	walk
33	wash
33	pull
33	goes
32	tears
32	ready
32	pretty
32	does
31	oops
31	need
31	feel
31	then
31	dog
30	very
30	thing
30	taste
30	still
30	cat
30	has
30	bounce
30	again
29	yummy
29	tickle
29	throw
29	sam
29	please
29	who
29	home
29	help
29	find
29	drink
29	boo
29	arm
28	snap
28	sock
28	peek
28	night
28	lay
28	cup
28	car
28	aren't
27	scoop
27	pick
27	open
27	going
27	doll
27	chick
27	bus
26	wheat
26	when
26	la
26	juice
26	gets
26	done
26	by
26	outside
25	white
25	pink
25	fur
25	dear
24	ya
24	three
24	stairs
24	peekaboo
24	make
24	may
24	he's
24	food
24	almost
23	shut
23	pears
23	ear
23	doing
23	babies
22	yum
22	whoops
22	tree
22	nut
22	whole
22	his
22	hide
22	hat
22	ernie
22	l
22	bring
21	won't
21	went
21	shoe
21	sir
21	socks
21	nap
21	comes
21	game
21	ah
20	while
20	tell
20	really
20	much
20	light
20	keep
20	house
20	check
20	bed
20	box
20	any
20	op
19	would
19	wait
19	wet
19	was
19	squash
19	she's
19	kit
19	kind
19	drum
19	our
18	you'd
18	were
18	watch
18	sleep
18	silly
18	peep
18	piggy
18	must
18	left
18	gone
18	fish
18	fuzzy
18	eight
18	downstairs
18	change
18	chair
18	better
17	we'd
17	tired
17	talk
17	swish
17	should
17	said
17	leap
17	hard
17	gate
17	five
17	beans
17	as
16	six
16	roll
16	rain
16	pig
16	moomoo
16	mama
16	had
16	fall
16	elmo
16	dye
16	books
16	bit
16	because
16	bib
16	basketball
15	through
15	sing
15	shape
15	rye
15	wrong
15	moo
15	mouth
15	clothes
15	kiss
15	who's
15	air
15	duck
15	balls
14	tar
14	sweat
14	sheep
14	run
14	push
14	page
14	max
14	it'll
14	from
14	face
14	dry
14	dough
14	bet
13	wasn't
13	toys
13	touch
13	stuff
13	reach
13	peach
13	nope
13	number
13	lookee
13	lid
13	climb
13	catch
13	“i'll
13	hot
13	found
13	far
13	bag
12	wipe
12	oop
12	toy
12	toes
12	stir
12	square
12	says
12	round
12	pie
12	new
12	move
12	leg
12	gee
12	hurt
12	grow
12	door
12	dance
12	bump
12	bucket
12	bad
12	eyes
11	which
11	warm
11	town
11	swim
11	soup
11	stay
11	self
11	peas
11	noise
11	known
11	lean
11	layed
11	lots
11	could
11	crunch
11	close
11	kick
11	itty
11	hug
11	gross
11	gotta
11	fit
11	end
11	n
11	didn't
11	though
11	than
11	brush
11	blow
10	zip
10	yet
10	smell
10	such
10	rice
10	neigh
10	moon
10	leave
10	love
10	cream
10	cold
10	hungry
10	gold
10	guess
10	floor
10	egg
10	breakfast
10	black
10	away
10	us
10	angle
9	use
9	wish
9	tasty
9	today
9	tore
9	step
9	shake
9	sun
9	soft
9	pool
9	poor
9	pot
9	late
9	lunch
9	lap
9	crawl
9	coat
9	keys
9	fruit
9	first
9	daddy's
9	bridge
9	both
9	bless
9	block
9	been
9	bang
9	bah”
9	icy
9	upstairs
9	under
8	you've
8	yellow
8	win
8	whale
8	thirsty
8	thumb
8	tall
8	stick
8	story
8	seem
8	shapes
8	sorry
8	row
8	ray
8	oats
8	knack
8	meet
8	lemme
8	quit
8	cake
8	care
8	call
8	card
8	eats
8	“i'm
8	honey
8	goldfish
8	friends
8	phone
8	dropped
