Freq	Type
2170	you
1148	your
767	say
751	the
745	and
680	mommy
662	get
612	it
568	here
565	put
553	that
552	up
539	go
417	do
413	we
397	what
392	gonna
356	wanna
354	can
351	to
345	are
344	a
333	is
324	want
316	in
304	down
299	some
280	there
277	timmy
254	where's
248	on
247	this
243	let's
242	that's
239	see
232	okay
228	them
223	have
209	where
204	all
201	back
193	play
193	huh
191	out
190	with
182	for
176	yeah
174	no
173	i
172	more
169	like
167	chew
160	did
156	look
146	come
139	what's
139	oh
139	good
137	one
135	around
127	tim
124	don't
118	ball
117	mouth
115	does
113	lemme
111	piggy
103	uhoh
102	cheese
101	take
100	of
98	wash
98	big
97	juice
96	little
95	clean
91	would
90	so
89	water
87	thank
86	tickle
84	it's
80	push
80	over
80	help
78	yummy
78	oops
78	belly
77	book
74	right
74	not
74	how
74	i'm
71	those
70	roll
70	peek
70	they
69	mom
69	hold
69	got
67	walk
66	give
65	nana
65	has
64	spoon
64	head
64	bear
61	bird
60	stairs
60	hand
60	off
59	too
59	mail
59	eat
59	him
59	other
58	kisses
57	think
56	ring
56	horse
56	buckle
55	now
55	there's
54	sit
54	then
54	byebye
53	whoa
53	sweet
53	icy
51	away
50	open
50	job
50	gone
50	drink
50	bus
49	oopsie
49	gotta
49	duck
48	side
47	or
46	yay
46	please
46	people
46	let
46	elmo
45	uhhuh
45	turn
44	way
44	round
43	zip
43	about
42	yum
42	done
41	ready
41	lunch
40	we'll
39	read
39	bowl
38	went
38	shoes
37	toes
37	stir
37	he
37	his
37	hi
37	chair
37	byebyes
36	shake
35	stop
35	pick
35	my
35	farm
34	says
34	her
34	bouncie
34	at
33	whoops
33	she
33	puppy
33	who's
33	phone
33	bike
33	bunny
33	box
32	ya
32	clap
32	carrot
32	isn't
32	hello
31	room
31	patty
31	me
31	mama
31	lay
31	any
30	was
30	three
30	pump
30	cookie
29	toys
29	oink
29	mkay
29	cake
29	just
29	hair
29	diaper
28	tootsie
28	nose
28	who
28	green
28	these
28	daddy
28	eyes
27	make
27	feel
27	face
27	be
26	zipper
26	today
26	home
26	hurt
25	tongue
25	nice
25	mister
25	can't
25	hey
25	bib
25	under
24	snap
24	slip
24	socks
24	old
24	man
24	quack
24	car
24	goes
24	first
24	apart
24	arm
23	weensie
23	eating
23	full
23	eensie
23	egg
23	books
23	boy
22	splash
22	noise
22	legs
22	catch
22	he's
22	fall
22	bounce
22	but
22	baa
21	yellow
21	move
21	moo
21	cheerio
20	zoom
20	yes
20	were
20	said
20	milk
20	coat
20	cat
20	cart
20	jump
20	door
20	change
20	boom
20	barn
19	will
19	tray
19	teethies
19	matter
19	less
19	cup
19	foot
19	flower
19	fix
19	else
19	ding
19	blue
18	yuck
18	wipe
18	shoe
18	pretty
18	dirty
18	doggie
18	check
18	bag
18	body
17	throw
17	tail
17	stair
17	soap
17	rooster
17	rosy
17	maybe
17	later
17	cold
17	joseph
17	if
17	food
17	feet
17	dry
17	day
16	woof
16	work
16	when
16	very
16	trash
16	lamb
16	came
16	hit
16	had
16	fuzzy
16	bread
16	baby
16	better
16	button
16	bucket
15	tractor
15	through
15	tummy
15	store
15	cereal
15	should
15	shall
15	peter
15	pants
15	meow
15	close
15	house
15	goose
15	floor
15	finish
15	fence
15	birdie
15	again
15	our
15	aren't
14	thing
14	smell
14	slippy
14	sing
14	shirt
14	ride
14	love
14	heavy
14	hugs
14	heart
14	five
14	dressed
14	bit
13	yucky
13	tell
13	stuck
13	circle
13	rabbit
13	knees
13	night
13	lots
13	cow
13	fit
13	chicken
13	because
13	bed
13	bat
13	bang
13	o'clock
12	uhuh
12	watch
12	treat
12	try
12	truck
12	terry
12	taxi
12	sleepy
12	sound
12	rain
12	pieces
12	mac
12	hammer
12	from
12	blow
12	bath
12	basket
12	bambi
11	washed
11	trees
11	track
11	sky
11	sheep
11	pop
11	need
11	most
11	lotion
11	live
11	cloth
11	ease
11	girl
11	fish
11	find
11	emmy
11	dong
11	beef
11	bite
11	i'll
10	well
10	taste
10	time
10	touch
10	tub
10	spout
10	shut
10	pack
10	part
10	clip
10	kiss
10	hot
10	gimme
10	fell
10	bring
10	buddy
10	as
9	wait
9	why
9	tool
9	stinky
9	stay
9	school
9	silly
9	song
9	really
9	radio
9	wrong
9	pee
9	paper
9	keys
9	care
9	ink
9	honey
9	dump
9	dance
9	dada
9	chirp
9	aunt
9	animal
9	after
8	wave
8	toy
8	stuff
8	saw
8	roast
8	piece
8	puzzle
8	nails
8	nugget
8	much
8	market
8	laura
8	cool
8	could
8	keaton
8	bub
7	yep
7	wheels
7	while
7	tools
7	teeth
7	tigger
7	still
7	stick
7	shoelace
7	sure
7	she's
7	santa
7	sock
7	point
7	pig
7	patches
7	neck
7	many
7	monkey
7	light
7	loud
7	long
7	clothes
7	closet
7	kids
7	hard
7	frog
7	fussy
7	fun
7	drive
7	dried
7	dog
7	brown
7	black
7	by
7	balloon
7	eyeore
6	year
6	wet
6	wall
6	ty
6	towel
6	top
6	sweat
6	soon
6	stayed
6	steps
6	spin
6	sofa
6	sun
6	suck
6	real
6	ribbet
6	run
6	pull
6	posy
6	pocket
6	new
6	music
6	makes
6	might
6	magnet
6	crawl
6	comb
6	clock
6	cover
6	it'll
6	ears
6	happy
6	grow
6	glass
6	game
6	fingers
6	end
6	doing
6	doll
6	chilly
6	boat
6	base
6	bake
6	uncle
5	windy
5	train
5	teacher
5	turned
5	straight
5	smoke
5	squeak
5	sisters
5	set
5	root
5	pillow
5	poppy
5	knee
5	next
5	nine
5	mean
5	mess
5	mamama
5	matt
5	macaroni
5	leave
5	lean
5	lift
5	leg
5	quick
5	claus
5	key
5	kitty
5	cakes
5	hippety
5	hat
5	great
5	fly
5	flop
5	feed
5	fits
5	drawer
5	dropped
5	though
5	double
5	chugga
5	blankie
5	beads
5	birth
5	bert
5	bench
5	bump
4	word
4	white
4	twiddle
4	toe
4	tippietoe
4	tape
4	table
4	ten
4	tired
4	sleep
4	seat
4	share
4	shine
4	shorts
4	sunny
4	sockie
4	rug
4	“peeyou
4	pat
4	party
4	miss
4	must
4	ma
4	late
4	cream
4	kind
4	call
4	cut
4	caught
4	itch
4	hoppity
4	haha
4	hog
4	grass
4	granny
4	favor
4	fuss
4	ernie
4	airplane
4	digger
4	diamond
4	chin
4	broke
4	build
4	bad
4	bottom
4	until
4	apple
4	awful
3	yogurt
3	weasel
3	window
3	wow
3	warm
3	twelve
3	t
3	thirsty
3	tight
3	tyrese
3	talk
3	step
3	slide
3	show
3	suds
3	rice
3	rag
3	poopsie
3	pooh
3	press
3	pink
3	picture
3	page
3	person
3	purple
3	oatmeal
3	only
3	noodles
3	noodle
3	nope
3	name
3	made
3	mother
3	mark
3	lick
3	lady
3	lap
3	cord
3	called
3	jacks
3	easy
3	whole
3	hill
3	ham
3	grape
3	front
3	froggie
3	flip
3	eight
3	drill
3	drop
3	dish
3	dig
3	daisy
3	chick
3	bracelet
3	brass
3	been
3	belt
3	behind
3	bugs
3	bud
3	bark
2	yarn
2	wool
2	win
2	whale
2	wide
2	van
2	toasted
2	tonight
2	soup
2	stroller
2	spread
2	splish
2	special
2	spot
2	sneezed
2	smaller
2	slow
2	screw
2	scratch
2	scarf
2	six
2	she'll
2	sheared
2	sharp
2	settle
2	supper
2	road
2	wreath
2	reach
2	ray
2	plop
2	pinch
2	pail
2	pass
2	needs
2	neigh
2	nap
2	mirror
2	meadow
2	learn
2	left
2	line
2	laugh
2	quit
2	keep
2	cannot
2	concentrate
2	cough
2	giant
2	hook
2	heat
2	hallway
2	hug
2	happen
2	hang
2	gram
2	guy
2	fridge
2	flag
2	fill
2	fur
2	found
2	funny
2	fast
2	farmer
2	ever
2	air
2	m
2	d
2	didn't
2	dos
2	cheek
2	children
2	brave
2	break
2	between
2	bet
2	bug
2	outside
2	act
1	yours
1	yet
1	which
1	visit
1	ewe
1	upieday
1	team
1	tip
1	thigh
1	thumb
1	swim
1	street
1	spinach
1	spaghettio
1	snip
1	sniff
1	scoop
1	sip
1	sink
1	shame
1	shampoo
1	shop
1	supplies
1	roo
1	rinse
1	rid
1	race
1	rest
1	remote
1	poop
1	propeller
1	proud
1	probably
1	peanuts
1	purse
1	penguins
1	patrice
1	putted
1	pant
1	pottie
1	okey
1	nudieper
1	nail
1	nellie”
1	messy
1	mashed
1	mop
1	looneytoons
1	lou
1	low
1	lips
1	lives
1	luggage
1	last
1	lock
1	christmas
1	crazy
1	crowd
1	crunchy
1	cracker
1	cloaks
1	kick
1	kid
1	congestion
1	carry
1	calf
1	cause
1	jammies
1	“i'll
1	hood
1	hope
1	hiccups
1	half
1	hoppety
1	grind
1	glue
1	guess
1	flew
1	flaps
1	fair
1	fork
1	fantastic
1	family
1	envelopes
1	emily
1	excellent
1	edge
1	dokey
1	dear
1	different
1	dare
1	dideys
1	da
1	changed
1	boo
1	brought
1	both
1	blankets
1	blocks
1	baker
1	bay
1	best
1	ben
1	baba
1	upstairs
1	america
1	alone
1	across
1	exactly
1	afraid
1	owl
1	ugh
1	ask
1	ashley's
1	abc
1	arms
