Freq	Type
2288	you
1091	the
684	more
621	your
621	go
621	that
567	are
561	mommy
550	here
528	and
470	there
437	that's
426	what
423	look
421	get
405	yeah
402	on
377	it
374	okay
367	oh
367	let's
340	can
324	this
318	come
316	is
314	gonna
300	a
294	to
287	baby
276	no
269	put
267	up
265	down
260	do
247	have
245	we
230	right
223	all
220	one
220	see
218	good
210	don't
209	not
208	for
201	little
198	in
197	say
193	where
185	of
183	girl
181	ball
176	now
172	it's
171	want
170	gee
169	just
168	play
166	water
165	at
164	wanna
163	i
160	with
156	mandy
154	out
150	boom
145	did
144	sweetie
138	hand
136	some
128	uhoh
127	night
125	what's
125	over
125	back
122	too
117	kitty
117	there's
113	got
112	hi
102	like
100	be
100	big
98	other
94	tickle
93	yes
89	we'll
88	huh
86	turn
86	side
85	off
82	take
80	book
79	where's
79	those
79	them
79	diaper
78	daddy
77	yummy
77	wash
73	sit
72	try
71	time
70	me
70	but
70	apple
69	read
69	gotta
68	bear
67	well
67	teddy
67	let
67	bite
66	can't
65	snap
65	pretty
64	was
64	so
63	stairs
63	her
63	brisco
63	i'm
61	yellow
61	how
60	cat
59	mama
59	clap
59	hold
58	they
57	my
57	isn't
57	head
56	shoes
56	give
56	doing
55	peek
55	open
55	flower
55	doggie
53	very
53	green
53	again
52	wow
52	feet
51	thank
51	around
50	will
50	milk
50	jeez
50	hey
50	blue
50	byebye
49	cookie
49	clean
48	drink
47	yum
47	tasty
47	ready
47	he
47	dog
47	bath
46	way
44	sock
44	foot
44	these
44	brown
43	yay
43	still
42	shirt
42	pants
42	him
41	thing
41	need
41	hair
41	bus
40	think
40	silly
39	oink
39	door
39	away
39	about
38	horse
37	throw
37	cow
37	doesn't
37	dada
37	any
36	tree
36	piggy
36	has
35	why
35	she
35	sauce
35	pull
34	whoops
34	feel
34	then
34	bump
33	please
33	make
33	does
33	bird
32	basket
31	oops
31	tears
31	circle
31	sammy
31	room
31	find
31	fun
30	when
30	people
30	goes
30	food
30	ernie
30	done
30	bounce
29	whoa
29	home
29	help
29	gone
29	or
29	aren't
28	three
28	really
28	nose
28	mouth
28	car
28	juice
28	change
27	white
27	swish
27	sleep
27	scoop
27	shut
27	pooh
27	nice
27	eat
27	hello
27	better
26	walk
26	if
26	fish
26	dear
26	bed
25	ya
25	pink
25	page
25	pears
25	most
25	mickey
25	cup
25	end
25	balloon
25	our
24	would
24	star
24	socks
24	he's
24	drum
23	she's
23	nut
23	move
23	much
23	lay
23	whole
23	hat
23	chew
22	went
22	keep
22	cuddly
22	eating
22	his
22	game
22	chicken
22	bring
22	icy
21	won't
21	spoon
21	square
21	shoe
21	peaches
21	fall
21	check
21	by
21	box
20	tired
20	leg
20	light
20	kind
20	gentle
20	hide
20	face
20	drop
20	under
19	toys
19	today
19	town
19	talk
19	self
19	number
19	maybe
19	left
19	ease
19	house
19	fuzzy
19	funny
19	dollie
19	doll
19	chair
19	banana
18	while
18	watch
18	tigger
18	touch
18	stuff
18	should
18	wrong
18	points
18	must
18	honey
18	had
18	grow
18	gold
18	bubble
17	toes
17	thirsty
17	stay
17	smell
17	cereal
17	six
17	pick
17	kiss
17	who
17	hard
17	gate
17	five
17	elmo
17	beans
16	wet
16	sing
16	sheep
16	climb
16	dance
16	books
16	bit
16	bucket
16	i'll
16	enough
15	through
15	shape
15	says
15	said
15	run
15	purple
15	pop
15	only
15	max
15	later
15	who's
15	hayley
15	hurt
15	from
15	frog
15	found
15	duck
15	because
15	bag
14	wait
14	toy
14	top
14	story
14	sun
14	rain
14	poopie
14	push
14	new
14	nap
14	leave
14	cold
14	floor
14	fur
14	dry
14	bib
14	arm
13	which
13	soup
13	step
13	roll
13	reach
13	round
