Freq	Type
1827	you
1001	a
870	the
802	oh
769	it
667	your
569	and
545	that
532	what
474	this
467	in
414	i
394	go
392	get
381	are
377	we
369	to
364	is
356	do
351	here
348	no
342	one
335	okay
315	there
292	got
279	up
275	yeah
265	on
253	see
246	at
241	me
234	put
229	it's
226	dillon
223	for
222	good
222	all
209	out
199	of
196	can
192	ew
192	look
189	that's
184	want
179	mom
174	use
171	down
167	did
163	have
160	some
154	more
153	my
150	you'd
140	eat
140	l
136	where
136	come
134	i'm
133	with
133	way
133	baby
132	just
130	say
127	let's
125	think
123	where's
123	man
122	be
122	alright
119	huh
118	not
117	too
113	take
113	d
111	play
111	mommy
110	them
109	k
108	big
107	off
105	teeth
104	right
103	let
102	like
98	he
97	how
97	back
95	kitty
94	hey
93	so
92	ease
91	what's
87	now
86	boom
85	i'll
84	wanna
84	there's
81	pee
80	“i'll
79	read
78	don't
77	hi
72	try
72	ready
72	own
71	head
71	they
70	yes
70	ball
69	other
68	bear
67	if
66	you'll
66	him
65	bite
64	wait
64	book
63	i'd
63	ann
62	ya
62	mandy
59	we'll
59	t
59	side
59	does
58	turn
58	ice
56	hold
56	babe
54	time
54	fish
54	find
53	when
53	tell
52	make
52	but
50	can't
49	was
49	wash
49	goes
48	pooh
48	clean
48	hands
48	gotta
48	then
47	over
47	lee
47	those
47	bout
46	yum
45	watch
45	hand
45	give
45	face
45	these
43	weak
43	close
43	girl
43	floor
43	or
42	mouth
42	here's
41	purr
41	cup
41	his
41	blue
40	nose
39	juice
39	her
39	by
38	help
38	else
37	well
37	three
37	shoes
37	comes
37	done
36	tick
36	who
36	honey
36	fun
36	eight
35	pick
35	he's
35	daddy
34	were
34	hello
34	under
33	would
33	wants
33	uhoh
33	meow
33	house
33	air
32	please
32	peek
32	lit
32	hair
32	dear
32	boo
32	bah”
31	yuck
31	milk
31	who's
31	boy
31	bet
30	whoa
30	pull
30	new
30	cat
30	horse
30	phone
30	day
30	chair
30	almost
29	will
29	things
29	thank
29	she
29	pig
29	had
29	cheese
29	bell
28	tears
28	should
28	rain
28	little
28	love
28	feel
28	didn't
28	da
28	arm
27	while
27	push
27	has
27	brush
27	aunt
27	ah
26	why
26	eve
26	first
26	fur
26	n
26	doesn't
26	aw
25	thing
25	much
25	keep
25	chew
25	again
24	sit
24	rye
24	old
24	mama
24	cold
24	hit
24	fall
24	dirt
24	dye
24	bit
24	better
24	about
23	stir
23	sir
23	roll
23	piece
23	food
23	from
23	feet
23	bed
22	walk
22	shoe
22	peas
22	next
22	car
22	hot
22	going
21	yell
21	work
21	went
21	today
21	show
21	real
21	open
21	lay
21	key
21	green
21	m
21	door
21	dada
21	change
21	eyes
20	which
20	wipe
20	stuff
20	clothes
20	kiss
20	icy
19	toes
19	still
19	run
19	might
19	mommy's
19	careful
19	jump
19	ear
19	s
19	bounce
18	page
