mergeout,doc,corpus,dir.path,child.age,age_check,type,,,,,,,,
Bates20,Bates/wanda20,Bates,Bates/Free20,1;8.0,NA,merge_age,,,,,,,,
Bates20,Bates/will20,Bates,Bates/Free20,1;8.0,NA,merge_age,,,,,,,,
Bates20,Bates/zeke20,Bates,Bates/Free20,1;8.0,NA,merge_age,,,,,,,,
Bates20,Bates/gloria20,Bates,Bates/Free20,1;10.0,NA,merge_age,,,,,,,,
Bates28,Bates/amy28,Bates,Bates/Free28,2;4.0,NA,merge_age,,,,,,,,
Bates28,Bates/betty28,Bates,Bates/Free28,2;4.0,NA,merge_age,,,,,,,,
Bates28,Bates/chuck28,Bates,Bates/Free28,2;4.0,NA,merge_age,,,,,,,,
Bates28,Bates/doug28,Bates,Bates/Free28,2;4.0,NA,merge_age,,,,,,,,
Bates28,Bates/ed28,Bates,Bates/Free28,2;4.0,NA,merge_age,,,,,,,,
Bates28,Bates/frank28,Bates,Bates/Free28,2;4.0,NA,merge_age,,,,,,,,
Bates28,Bates/george28,Bates,Bates/Free28,2;4.0,NA,merge_age,,,,,,,,
Bates28,Bates/gloria28,Bates,Bates/Free28,2;4.0,NA,merge_age,,,,,,,,
Bates28,Bates/hank28,Bates,Bates/Free28,2;4.0,NA,merge_age,,,,,,,,
Bates28,Bates/ivy28,Bates,Bates/Free28,2;4.0,NA,merge_age,,,,,,,,
Bates28,Bates/jane28,Bates,Bates/Free28,2;4.0,NA,merge_age,,,,,,,,
Bates28,Bates/jim28,Bates,Bates/Free28,2;4.0,NA,merge_age,,,,,,,,
Bates28,Bates/kathy28,Bates,Bates/Free28,2;4.0,NA,merge_age,,,,,,,,
Bates28,Bates/keith28,Bates,Bates/Free28,2;4.0,NA,merge_age,,,,,,,,
Bates28,Bates/kent28,Bates,Bates/Free28,2;4.0,NA,merge_age,,,,,,,,
Bates28,Bates/linda28,Bates,Bates/Free28,2;4.0,NA,merge_age,,,,,,,,
Bates28,Bates/mandy28,Bates,Bates/Free28,2;4.0,NA,merge_age,,,,,,,,
Bates28,Bates/nan28,Bates,Bates/Free28,2;4.0,NA,merge_age,,,,,,,,
Bates28,Bates/olivia28,Bates,Bates/Free28,2;4.0,NA,merge_age,,,,,,,,
Bates28,Bates/paula28,Bates,Bates/Free28,2;4.0,NA,merge_age,,,,,,,,
Bates28,Bates/pete28,Bates,Bates/Free28,2;4.0,NA,merge_age,,,,,,,,
Bates28,Bates/rick28,Bates,Bates/Free28,2;4.0,NA,merge_age,,,,,,,,
Bates28,Bates/ruth28,Bates,Bates/Free28,2;4.0,NA,merge_age,,,,,,,,
Bates28,Bates/steve28,Bates,Bates/Free28,2;4.0,NA,merge_age,,,,,,,,
