Freq	Type
2786	you
1098	the
794	your
717	that
594	what
572	and
558	it
510	are
480	go
466	here
462	all
447	this
445	okay
433	get
386	we
382	dillon
380	do
371	one
356	i
348	there
334	see
328	is
325	mommy
324	no
324	on
317	to
302	oh
279	yeah
278	come
269	can
268	good
255	have
253	up
244	put
243	some
243	a
242	gonna
238	look
236	right
235	for
231	down
228	want
227	of
208	in
201	baby
199	it's
198	did
188	like
188	don't
185	wanna
179	with
179	that's
169	say
168	let's
164	more
163	got
151	my
150	just
149	where's
148	huh
148	out
147	where
147	mandy
145	think
144	gotta
143	play
139	kitty
133	i'm
132	too
128	take
126	little
125	not
122	so
119	them
117	how
111	teeth
110	be
108	back
106	me
103	what's
101	over
100	ready
100	off
99	they
98	open
96	hand
96	there's
94	hey
92	now
92	let
91	was
91	about
90	try
90	at
86	boom
84	again
80	eat
79	done
78	he
77	make
76	we'll
73	daddy
73	ball
73	other
72	wait
72	meow
71	yes
71	doing
71	big
69	hi
69	give
68	turn
68	sit
68	hold
68	him
66	way
65	book
64	ya
63	head
63	icy
62	does
60	tickle
60	can't
60	girl
60	away
58	read
58	nose
58	clean
57	drink
57	those
56	find
56	bear
55	when
55	uhoh
55	tell
54	thank
54	lemme
54	fish
54	but
53	thing
53	today
53	side
52	wash
52	better
51	time
51	goes
49	hello
49	these
48	then
47	his
47	face
46	watch
46	mouth
46	floor
46	didn't
44	cup
43	very
43	close
43	phone
43	any
42	i'll
41	if
41	help
41	door
41	blue
41	under
40	silly
40	love
39	juice
38	well
38	stairs
38	most
38	keep
38	honey
37	three
37	shoes
37	her
37	hair
37	feel
37	else
36	would
36	why
36	need
35	teddy
35	still
35	page
35	he's
35	dada
34	talk
34	she
34	please
33	water
33	cat
33	hop
33	dear
33	bunny
32	pick
32	milk
32	man
32	who's
31	yummy
31	around
31	by
30	whoa
30	pull
30	house
30	has
30	first
30	fall
30	chair
29	yuck
29	will
29	were
29	should
29	peekaboo
29	pig
29	cold
29	cheese
29	boy
28	spider
28	push
28	new
28	food
28	feet
28	bite
27	much
27	mama
27	green
27	brush
26	stuff
26	spoon
26	peas
26	fun
26	bed
26	our
25	walk
25	sun
25	next
25	car
25	jump
25	gone
25	doggie
25	bottle
24	work
24	shoe
24	really
24	hit
24	had
24	day
24	dirty
23	toy
23	toes
23	room
23	nana
23	could
23	kiss
23	eating
23	hot
23	from
23	diaper
23	eyes
22	made
22	bowl
22	or
21	yellow
21	wipe
21	while
21	roll
21	pretty
21	old
21	maybe
21	hang
21	change
21	belly
20	which
20	went
20	supposed
20	rain
20	poopie
20	move
20	clothes
20	kinda
20	care
20	funny
20	end
20	bless
20	enough
20	orange
19	leave
19	cough
19	who
19	foot
19	doesn't
19	bounce
