Freq	Type
2533	you
1040	the
733	that
665	and
645	it
484	here
474	kitty
465	that's
457	yeah
428	mommy
417	okay
417	no
413	are
372	this
364	get
359	go
351	what
344	there
343	do
328	your
328	a
307	to
289	see
288	is
288	all
284	want
275	can
265	oh
259	have
257	come
255	baby
254	put
249	look
248	gonna
247	right
243	on
242	up
235	one
224	for
217	like
209	feet
204	don't
203	good
198	too
196	he
191	now
185	down
184	with
180	let's
179	in
179	big
171	wanna
170	i
166	little
155	where
150	we
146	back
145	read
144	book
136	oink
135	it's
130	play
130	boy
128	out
127	honey
124	me
124	of
123	more
123	them
123	bunny
120	can't
116	not
107	his
107	hey
100	some
99	moo
99	by
98	again
95	did
93	foot
91	just
89	other
89	at
88	i'm
84	how
84	i'll
83	horse
81	so
80	be
76	watch
76	got
75	toy
75	him
75	those
75	there's
72	meow
71	but
71	bus
70	what's
69	think
68	over
67	take
67	make
67	goes
64	ball
63	side
62	sound
62	pig
62	huh
61	was
61	sit
61	hold
61	hi
60	well
60	mister
58	help
57	night
56	binkie
55	my
55	left
55	quack
55	brown
54	very
54	say
53	yes
53	way
53	knock
53	they
53	bring
52	around
51	off
50	eat
50	doggie
49	oops
49	piggy
49	nose
48	let
48	boom
48	blue
47	turn
47	silly
47	open
47	drink
46	uhoh
46	move
46	going
46	funny
46	these
46	about
45	we'll
45	stuff
45	green
44	who
44	barn
43	try
43	thing
43	she
43	pooh
43	could
43	cat
43	under
41	thank
41	her
40	toys
40	run
40	he's
39	wipe
39	people
39	pop
39	whole
39	give
39	bubble
39	away
38	really
38	then
37	ready
37	careful
37	cow
37	car
37	done
37	bed
36	tickle
36	pants
36	leave
36	books
36	bite
35	why
35	sure
35	shirt
35	phone
34	pet
34	pack
34	mickey
34	cute
34	head
34	find
34	doesn't
33	walk
33	peter
33	house
33	hat
33	fell
33	button
32	first
32	fall
31	would
31	whisper
31	water
31	room
31	job
30	when
30	says
30	round
30	box
30	or
29	yellow
29	shoes
29	nice
29	mouth
29	mom
29	hop
29	gotta
28	will
28	went
28	time
28	ease
28	who's
28	great
28	field
28	dog
28	bear
27	yay
27	which
27	wave
27	wait
27	press
27	page
27	couch
27	if
27	has
27	hand
27	from
27	fuzzy
27	better
26	sorry
26	pretty
26	picture
26	build
26	bird
25	tigger
25	sweet
25	crawl
25	easter
25	day
25	blocks
25	bath
25	basket
25	eyes
24	ya
24	throw
24	sweetie
24	still
24	puppy
24	old
24	noise
24	light
24	clink
24	hug
24	boo
24	orange
23	stop
23	purr
23	fit
23	found
23	elmo
23	chair
22	three
22	town
22	should
22	push
22	pull
22	most
22	climb
22	hard
22	didn't
22	door
21	whoa
21	spoon
21	smart
21	neigh
21	many
21	clean
21	favor
21	fun
21	inside
20	oopsie
20	show
20	love
20	bonk
19	work
19	tail
19	small
19	sleepy
19	sleep
19	point
19	isn't
19	gorilla
19	any
19	does
19	dollie
19	black
19	icy
18	teeth
18	swing
18	splat
18	soft
18	rooster
18	pick
18	only
18	clop
18	keep
18	juice
18	girl
18	duck
18	bread
18	beep
18	our
17	wind
17	through
17	sweep
17	socks
17	rest
17	pee
17	lemme
17	corn
17	hurt
17	hello
17	hot
17	daddy
16	won't
16	wet
16	thirsty
16	stairs
16	story
16	shake
16	shut
16	roll
16	real
16	rain
16	rabbit
16	meet
16	lion
16	long
16	kitchen
16	heavy
16	hen
16	had
16	food
16	fix
16	face
16	dry
16	dat
16	dada
16	chew
16	cheeto
16	block
16	because
16	baa
15	you'll
15	where's
15	today
15	tub
15	spit
15	paper
15	need
15	click
15	even
15	home
15	glass
15	fast
15	dropped
15	dirty
15	bottle
14	wolf
14	tell
14	sun
14	new
