Freq	Type
3078	you
671	the
640	are
633	your
599	that
593	no
567	what
559	it
525	here
466	go
460	and
366	i
345	there
339	don't
329	we
302	to
301	have
290	uhoh
286	get
283	gonna
281	look
281	all
277	this
262	a
261	okay
257	yeah
257	good
250	up
250	on
248	not
247	oh
239	do
237	for
236	little
234	see
232	is
230	one
229	come
226	that's
216	i'm
206	it's
204	can
203	me
202	want
200	just
195	like
194	my
187	where
187	mommy
184	put
174	be
171	down
168	with
168	of
165	maggie
163	yes
162	girl
154	in
153	stop
151	sweetie
147	some
144	let's
143	boy
137	so
134	baby
133	back
132	now
127	doing
126	did
123	was
122	hey
120	but
116	at
113	play
112	too
110	huh
110	got
108	he
108	about
107	say
102	sweet
102	right
101	read
98	out
96	try
96	can't
94	wanna
93	book
92	thing
91	she
91	hi
89	sit
89	more
88	think
87	pooh
83	well
83	why
80	what's
80	stuff
80	they
78	them
78	bottle
75	mouth
75	how
74	leave
72	pie
70	ready
68	stand
68	give
68	off
62	again
61	take
61	time
59	hair
58	talk
58	over
58	hello
58	gotta
56	still
56	hand
55	kitty
55	fat
55	done
54	said
54	icy
52	yum
52	toy
52	mother
51	her
51	big
51	i'll
50	yellow
50	woody
50	love
49	oops
49	make
49	then
47	self
47	nose
47	alone
47	other
46	thank
46	eat
45	will
45	let
45	his
45	day
45	or
44	lemme
44	god
44	eggs
43	throw
43	these
42	when
42	fuss
41	pretty
40	today
40	cat
40	him
40	any
39	were
39	watch
39	spoon
39	sing
39	cup
39	from
38	mean
38	cake
38	juice
38	has
37	would
37	teeth
37	sleepy
37	sure
37	if
37	didn't
36	whoops
36	nice
36	could
36	bear
36	under
35	really
35	matter
35	clean
34	way
34	wash
34	tell
34	move
33	toys
33	jesus
33	head
33	bed
33	buzz
32	we'll
32	winnie
32	went
32	saying
32	sorry
32	patty
32	keep
32	hold
32	does
31	very
31	moo
31	finish
31	face
31	fun
30	should
30	ring
30	need
30	minute
30	color
30	there's
30	daddy
30	belly
29	sleep
29	old
29	mkay
29	cool
29	care
29	first
29	bird
29	by
29	our
28	had
28	green
28	doesn't
28	away
27	tired
27	most
27	lord
27	else
27	bad
26	turn
26	roll
26	much
26	drink
26	books
26	bit
26	bite
26	banana
25	you'll
25	told
25	three
25	pee
25	milk
25	long
25	better
24	side
24	rain
24	lay
24	food
24	m
24	blue
24	block
23	wait
23	stay
23	calm
23	isn't
23	friend
23	find
23	bread
23	beat
23	because
22	oopsie
22	tickle
22	story
22	smile
22	share
22	never
22	lee
22	who
21	yet
21	pick
21	part
21	mess
21	kitten
21	even
21	ear
21	hard
21	feel
21	fittis
21	funny
21	those
