Freq	Type
1426	you
762	a
677	the
672	it
627	oh
543	this
506	and
497	that
479	here
475	i
442	to
417	at
368	your
350	what
334	on
310	we
309	in
306	are
297	is
277	get
270	go
269	one
269	for
267	no
257	be
256	maggie
247	l
232	that's
229	see
224	my
218	up
212	yeah
204	put
204	got
204	don't
201	say
201	look
200	it's
199	do
197	all
191	of
182	okay
175	little
172	me
172	there
169	i'm
166	pee
164	ew
163	come
159	eat
157	use
157	so
157	like
153	good
152	with
152	have
149	where
149	i'd
146	not
141	you'd
136	baby
134	you'll
134	girl
134	out
132	just
132	hi
128	sweetie
123	can
119	more
117	d
116	let's
113	now
112	want
112	too
111	he
111	big
109	man
108	some
108	or
107	lit
105	she
105	but
104	how
102	wanna
100	where's
98	t
98	them
97	off
96	by
94	stuff
94	down
93	these
93	they
87	own
86	what's
84	stop
84	ready
84	play
84	back
77	yes
77	ice
74	dye
73	why
73	take
73	read
73	mommy
73	lee
72	right
72	ball
70	uhoh
69	vas
68	babe
67	her
67	i'll
66	n
65	well
65	think
65	sweet
65	ease
64	way
62	cat
60	thing
60	boy
59	him
58	make
56	mama
56	huh
55	walk
54	mom
54	ann
53	tell
53	book
53	because
52	nose
52	if
52	else
51	water
51	kit
50	air
50	bout
49	work
49	when
49	time
49	known
49	can't
49	who
49	eight
49	dad
48	roll
48	pie
48	then
47	try
47	pot
47	gee
47	daddy
46	nice
46	head
45	oops
45	stink
44	was
44	three
43	sing
43	something
43	need
43	cake
43	alright
42	throw
42	hair
42	from
42	day
42	bed
42	bah”
41	will
41	clothes
41	k
41	eve
40	weak
40	wash
40	let
39	thank
39	over
39	could
39	his
39	heart
39	goat
39	s
38	mommy's
38	jesus
38	m
37	knee
37	did
37	aunt
36	wheat
36	should
36	side
36	clap
36	bird
35	wait
35	hey
35	bit
34	sit
34	five
34	x
33	“i'll
33	has
33	hot
33	elmo
33	other
32	still
32	old
32	had
32	ah
31	wants
31	mess
31	lay
31	clean
31	he's
30	tired
30	green
30	give
30	ain't
30	aim
30	any
29	we'll
29	wide
29	new
29	blue
28	pear
28	house
28	fix
28	there's
27	peep
27	car
27	bar
26	yet
26	through
26	talk
26	cold
26	hands
26	find
26	baba
25	toy
25	rye
25	peekaboo
25	pig
25	nana
25	mouth
25	mag
25	key
25	bo
25	eyes
24	very
24	turn
24	today
24	she's
24	night
24	milk
24	leap
24	jay
24	does
24	bag
23	toys
23	much
23	crack
23	keep
23	hold
23	f
22	stay
22	stand
22	pooh
22	please
22	cup
22	here's
22	phone
22	fun
22	boo
21	real
21	nothing
21	move
21	mine
21	cool
21	coffee
21	cheese
20	ya
20	whoops
20	probably
20	might
20	cook
20	hurt
20	abc
19	would
19	sleep
19	such
19	pretty
19	call
19	ear
19	hug
19	hand
19	booboo
19	books
19	box
19	abcs
19	as
18	yum
18	sock
18	mow
18	feet
18	chair
18	been
18	bay
18	bet
17	six
17	shoes
17	rays
17	wrong
17	pay
17	pants
17	love
17	isn't
17	guess
17	friend
17	feel
17	fish
17	aid
17	bring
17	under
16	yell
16	ways
16	start
16	lunch
16	gave
16	gotta
16	food
16	dirt
15	were
15	vasie
15	tough
15	top
15	stir
15	sure
15	run
15	purr
15	hope
15	god
15	door
15	duck
15	away
15	op
14	yours
14	wake
14	v
14	touch
14	smell
14	shoe
14	sun
14	pattycake
14	pop
14	name
14	may
14	looks
14	leave
14	lean
14	lie
14	kiss
14	care
14	juice
14	hard
14	goes
14	deep
14	didn't
14	those
14	dada
14	bread
14	bell
14	bite
14	bad
13	won't
13	wish
13	wing
13	toe
13	things
13	taste
13	sale
13	rain
13	pat
13	nope
13	minutes
13	color
13	jump
13	hit
13	hat
13	fall
13	farm
13	ale
13	ever
13	dog
13	boat
13	beak
13	bake
13	baebae
13	bounce
13	us
12	watch
12	tick
12	tear
12	swing
12	show
12	shirt
12	ring
12	raisins
12	pick
12	noise
12	miss
12	made
12	home
12	whole
12	fit
12	drink
12	doesn't
12	beat
12	al
12	act
12	arm
11	which
11	went
11	white
11	sweetheart
11	seem
11	sir
11	says
11	self
11	song
11	press
11	purse
11	nap
11	late
11	long
11	last
11	job
11	fin
11	film
11	fast
11	chill
11	bleach
11	better
11	best
11	bear
11	am
10	yourself
10	wouldn't
10	world
10	whine
10	true
10	told
10	ten
10	sleepy
10	shine
10	rice
10	push
10	pen
10	moo
10	mean
10	must
10	mags
10	layed
10	lemme
10	loves
10	comb
10	he'll
10	hung
10	hang
10	great
10	foot
10	bunny
10	aw
10	add
9	yam
9	wind
9	wall
9	times
9	ty
9	tall
9	said
9	poor
9	part
9	only
9	knick
9	maggie's
9	mad
9	light
9	cream
9	crawl
9	king
9	comes
9	jack
9	excuse
9	grow
9	grass
9	face
9	egg
9	dry
9	change
9	break
9	black
9	our
8	used
8	win
8	wipe
8	while
8	washed
8	toot
8	slide
8	square
8	sees
8	shouldn't
8	shapes
8	size
8	supposed
8	sand
8	socks
8	row
8	rings
8	really
8	rest
8	piggy
8	pan
8	next
8	learn
8	fry
8	flow
8	floor
8	done
8	babes
8	bags
8	bottle
8	bob
8	ouch
7	wink
7	works
7	word
7	trash
7	thought
7	stairs
7	scare
7	sill
7	sick
7	she'll
7	shirts
7	sauce
7	ray
7	nas
7	missed
7	likes
7	life
7	lock
7	cute
7	quick
7	cry
7	close
7	kids
7	kind
7	couch
7	hide
7	haven't
7	ha
7	gone
7	full
7	fill
7	first
7	than
7	days
7	beautiful
7	bow
7	body
7	inside
6	you've
6	wasn't
6	twelve
6	tool
6	teeth
6	tears
6	tan
6	star
6	spin
6	slow
6	sound
6	sorry
6	wrap
6	rock
6	pull
6	problem
6	piece
6	pears
6	mkay
6	liked
6	lot
6	kick
6	who's
6	happened
6	half
6	glad
6	girls
6	few
6	fur
6	fight
6	fan
6	dear
6	though
6	double
6	don
6	broke
5	yep
5	yuck
5	whip
5	once
5	whack
5	ubb's
5	took
5	trying
5	toes
5	thanks
5	talking
5	sweets
5	soap
5	snow
5	snack
5	sigh
5	songs
5	wreck
5	remote
5	plane
5	pounds
5	neat
5	never
5	nor
5	meet
5	means
5	mam
5	mark
5	lose
5	lou
5	least
5	left
5	loud
5	quit
5	crap
5	came
5	called
5	colors
5	card
5	junior
5	hut
5	honey
5	grease
5	greek
5	freeze
5	fell
5	fat
5	age
5	end
5	dough
5	dollars
5	da
5	chick
5	block
5	bill
5	base
5	babies
5	bus
5	bath
5	batteries
5	barn
5	always
5	aren't
4	young
4	yams
4	wave
4	waste
4	wow
4	ones
4	truck
4	tail
4	straw
4	spoon
4	snap
4	since
4	seven
