Freq	Type
981	you
754	i
621	a
457	ew
379	here
326	oh
326	ah
308	no
266	i'm
259	we
251	that
249	and
247	maggie
234	man
209	your
204	see
200	one
199	yeah
192	what
177	me
176	are
169	all
168	on
155	okay
153	it
152	lee
148	my
148	this
127	like
126	d
119	have
115	aw
114	is
112	be
110	for
108	eat
104	now
103	where's
97	with
96	look
94	come
92	little
90	rye
90	hi
89	as
89	op
88	air
87	he
85	there
81	baby
80	more
77	way
75	so
75	ready
75	the
73	mommy
73	big
71	go
70	pee
69	t
69	good
68	uhoh
65	just
62	can
61	don't
60	that's
59	well
59	mom
59	how
58	want
57	girl
56	some
56	out
55	l
54	him
53	by
52	yes
52	in
52	do
51	boy
48	but
47	ray
47	pattycake
46	sweetie
45	where
45	old
45	hand
45	these
44	ease
43	it's
42	three
42	over
42	moo
39	what's
39	nose
38	oops
38	icy
37	when
37	let's
37	ice
36	ink
35	from
35	off
34	try
34	ball
34	or
33	play
33	his
32	book
31	mommy's
30	to
30	get
29	has
28	water
28	wanna
28	purr
28	lie
27	sell
27	put
27	i'd
27	at
26	love
25	lay
25	back
24	will
24	take
24	sing
23	he's
22	roll
22	i'll
21	read
20	stink
20	really
20	k
20	bird
20	outside
19	very
19	stinky
19	pot
19	own
19	low
18	sweet
18	stuff
18	rabbit
18	ear
18	friend
18	fun
18	any
17	let
17	n
17	x
16	whoops
16	tell
16	today
16	ho
16	of
15	yet
15	hello
15	did
15	bay
15	ugh
14	keep
14	key
13	still
13	pretty
13	please
13	need
13	men
13	cat
13	gonna
12	weepie
12	weak
12	people
12	mike
12	maggie's
12	here's
12	deep
12	there's
12	day
11	throwing
11	sleepy
11	indigo
11	then
11	birthday
10	yuli
10	winky
10	throw
10	swing
10	stay
10	pudding
10	pick
10	pop
10	home
10	phone
10	face
10	books
10	bread
10	being
10	our
9	yum
9	tall
9	silly
9	knee
9	cracker
9	can't
9	going
9	fit
9	s
9	duck
9	bring
8	yellow
8	wick
8	says
8	said
8	rings
8	playing
8	money
8	mags
8	monster
8	long
8	hit
8	hat
8	grand
8	getting
8	ale
8	doing
8	door
8	chilly
8	beak
8	baker
8	bag
7	yulibobs
7	york
7	oopsie
7	tinky
7	telling
7	saw
7	pin
7	mice
7	much
7	jacket
7	“i'll
7	hold
7	floor
7	fill
7	forum
7	funny
7	batter
7	away
7	ark
6	yesterday
6	touch
6	slide
6	six
6	pay
6	pants
6	num
6	mkay
6	crackers
6	king
6	hide
6	gray
6	fast
6	end
6	dry
6	been
6	bake
6	babies
6	bounce
6	ought
5	yeh
5	wheat
5	tells
5	since
5	singing
5	side
5	sigh
5	songs
5	ring
5	putting
5	pray
5	press
5	purple
5	patty
5	monkey
5	lid
5	likes
