Freq	Type
1482	you
825	a
763	it
726	the
655	oh
614	that
548	and
504	here
500	no
420	in
411	your
411	what
405	at
391	is
376	yeah
376	this
356	okay
355	are
349	on
345	l
336	to
332	there
320	one
317	get
311	i
290	go
270	put
256	we
246	it's
241	do
238	can
232	don't
231	up
228	see
208	look
208	that's
202	be
201	too
201	of
195	come
194	mommy
194	for
188	say
180	have
179	out
169	now
167	huh
166	good
162	not
155	so
151	me
146	baby
145	ew
144	just
143	gonna
141	use
140	all
138	want
138	mom
137	some
135	with
132	got
128	eat
127	there's
126	well
126	down
124	alex
111	was
111	own
111	i'm
109	you'd
109	read
104	right
100	big
100	back
99	d
99	i'll
98	he
97	more
97	gotta
96	play
96	let's
96	them
92	whoa
92	think
88	but
87	paul
86	alright
84	hi
83	yum
83	juice
81	my
81	did
79	you'll
77	way
74	wanna
74	take
74	then
73	cook
72	where
72	his
71	how
71	book
70	knee
69	like
68	dad
66	try
66	stop
66	ease
65	moo
63	will
63	bear
62	three
62	ball
61	boy
61	off
60	yes
60	over
59	we'll
59	pooh
59	hold
59	ann
58	what's
58	they
58	ah
57	lit
57	if
56	ready
56	can't
55	thank
54	why
54	boo
53	or
52	here's
51	where's
51	those
51	bay
50	who
49	throw
49	lee
49	let
49	bout
49	i'd
48	dog
46	n
44	wait
44	water
44	peek
44	her
44	bird
43	things
43	thing
43	open
43	does
42	t
42	turn
42	sit
42	she
42	give
41	meet
41	house
41	else
40	purr
39	six
39	nose
39	jump
39	fall
39	ice
38	through
38	pat
37	uhoh
37	him
37	these
36	s
36	box
34	hot
34	cheese
34	by
33	would
33	time
33	stairs
33	gee
33	five
33	done
32	pick
31	weak
31	said
31	number
31	car
31	hurt
31	find
30	shoe
30	please
30	known
30	man
30	hey
30	fun
30	end
30	dye
30	better
29	wind
29	wants
29	pee
29	make
29	byebye
28	pull
28	mkay
28	mommy's
28	eve
28	hair
28	help
28	from
28	eight
28	elmo
28	bit
27	were
27	stir
27	something
27	nice
27	mess
27	had
27	air
27	duck
27	blue
26	won't
26	old
26	food
25	smell
25	shoes
25	run
25	nine
25	could
25	goes
25	didn't
24	wet
24	walk
24	sir
24	soft
24	kiss
24	who's
24	any
24	bah”
23	side
23	might
23	mouth
23	green
23	first
23	m
23	blow
22	yell
22	says
22	self
22	need
22	has
22	guess
22	feel
22	finger
22	bad
21	which
21	oops
21	square
21	wrong
21	clean
21	key
21	cup
21	fell
21	doesn't
21	change
20	ya
20	went
20	ten
20	ring
20	page
20	much
20	k
20	hands
20	bread
20	aunt
19	wow
19	stay
19	she's
19	sorry
19	push
19	piece
19	fur
19	though
19	other
18	when
18	wipe
18	sing
18	ride
18	missed
18	may
18	cold
18	head
18	girl
18	chew
18	chair
18	bib
17	uhhuh
17	took
17	rock
17	num
17	looks
17	little
17	lay
17	loves
17	clothes
17	comes
17	hand
17	gets
17	day
17	babies
16	tell
16	stuff
16	lots
16	count
16	flowers
16	door
16	break
16	because
16	babe
16	almost
16	us
15	watch
15	thought
15	scratch
15	show
15	leave
15	keep
15	whole
15	face
15	chick
15	bears
15	bark
14	woof
14	toe
14	still
14	slide
14	rye
14	plane
14	noise
14	comb
14	keys
14	careful
14	god
14	far
14	aim
14	blocks
14	icy
14	upstairs
14	as
13	yummy
13	taste
13	top
13	roll
13	isn't
13	“i'll
13	foot
13	farm
13	drink
13	drive
13	bite
13	again
13	aw
12	tick
12	tabitha
12	sweet
12	sure
12	should
12	rain
12	neigh
12	milk
12	lemme
12	climb
12	came
12	eats
12	hen
12	goodness
12	great
12	diapie
12	chalk
12	bring
12	brush
12	bounce
12	add
11	yuck
11	we've
11	stick
11	step
11	stand
11	sleep
11	poop
11	part
11	new
11	name
11	move
11	meal
11	made
11	long
11	cow
11	call
11	he's
11	happened
11	feed
11	f
11	dry
11	than
11	birds
11	bed
11	bunch
11	arm
10	zip
10	yay
10	yet
10	while
10	toast
10	sweetie
10	spoon
10	really
10	peekaboo
10	night
10	makes
10	later
10	light
10	close
10	hide
10	hungry
10	floor
10	dump
10	books
10	under
10	am
9	york
9	wish
9	work
9	warm
9	truck
9	talk
9	same
9	circle
9	only
9	late
9	letter
9	cookie
9	clifford
9	cake
9	care
9	jeez
9	job
9	hard
9	gate
9	gone
9	phone
9	fin
9	fast
9	aid
9	dear
9	dirty
8	wouldn't
8	world
8	ones
8	toys
8	toy
8	thinks
8	shut
8	rip
8	pour
8	quite
8	jay
8	hood
8	hit
8	hang
8	guys
8	full
8	flew
8	flower
8	ever
8	draw
8	dance
8	bowl
8	black
8	i've
7	you've
7	win
7	very
7	tree
7	thanks
7	stink
7	spy
7	pan
7	nope
7	next
7	knock
7	lean
7	left
7	lied
7	last
7	kick
7	joy
7	excuse
7	horse
7	game
7	fit
7	found
7	x
7	dirt
7	changed
7	boom
7	brown
7	bless
7	block
7	bees
7	bing
7	burp
7	best
7	banana
7	basket
7	abcs
7	owl
7	aren't
6	yours
6	words
6	ty
6	today
6	tough
6	start
6	spin
6	shouldn't
6	she'll
6	share
6	shine
6	saw
6	ray
6	place
6	pig
6	pumpkin
6	pal
6	oatmeal
6	mean
6	mine
6	must
6	love
6	cry
6	clap
6	ear
6	how's
6	gimme
6	gas
6	guard
6	frog
6	feet
6	fish
6	double
6	dad's
6	broke
6	bridge
6	been
6	bath
6	outside
6	owls
6	our
6	op
5	white
5	wipes
5	once
5	told
5	tastes
5	tail
5	tears
5	tall
5	snow
5	squish
5	silly
5	sill
5	shelf
5	set
5	seconds
5	supposed
5	sand
5	real
5	rays
5	pretty
5	pin
5	knick
5	mister
5	mouse
5	live
5	lid
5	life
5	cool
5	couldn't
5	crawls
5	case
5	kind
5	cut
5	caught
5	jumped
5	“i'm
5	hope
5	hug
5	grow
5	gums
5	fuss
5	ale
5	doggie
5	dub
5	bo
5	beads
5	bake
5	bell
5	bump
5	bum
5	ants
4	used
4	yourself
4	yep
4	whoops
4	wonderful
4	wonder
4	wasn't
4	twist
4	tried
4	triangle
4	third
4	tear
4	tired
4	soon
4	spoons
4	snap
4	since
4	shirt
4	seven
4	second
4	sore
4	song
4	sun
4	row
4	rice
4	pool
4	probably
4	pinch
4	past
4	never
4	moose
4	mood
4	means
4	mall
4	mam
4	likes
4	lap
4	quick
4	quack
4	keeps
4	kinds
4	called
4	cars
4	judy
4	ho
4	he'll
4	hercules
4	hump
4	hat
4	fruit
4	fresh
4	frogs
4	fill
4	faye
4	fair
4	drew
4	drawer
4	drop
4	dough
4	days
4	darn
4	choose
4	check
4	bone
4	bet
3	yogurt
3	whip
3	ways
3	wave
3	weren't
3	trust
3	trash
3	trapped
3	tin
3	takes
3	tells
3	tuck
3	touch
3	straw
3	stuck
3	stars
3	spout
3	spot
3	sneeze
3	snakes
3	snacks
3	smells
3	smart
3	sits
3	save
3	sigh
3	sound
3	supper
3	somebody
3	suck
3	sat
3	socks
3	rinse
3	rick
3	ribbons
3	rained
3	rest
3	raccoons
3	rough
3	pooh's
3	poor
3	prayer
3	picture
3	pay
3	pen
3	peg
3	pow
3	path
3	knees
3	needs
3	mirror
3	low
3	leap
3	lived
3	lost
3	lamp
3	lot
3	crawl
3	coat
3	cat
3	jack
3	ink
3	horn
3	haven't
3	hop
3	ground
3	gave
3	god's
3	free
3	front
3	fix
3	fine
3	doing
3	dryer
3	deck
3	dat
3	ouchie
3	chin
3	chill
3	chairs
3	boots
3	broom
3	breakfast
3	both
3	boat
3	bill
3	board
3	until
3	ouch
3	asked
3	after
3	ark
2	uhuh
2	worry
2	wild
2	twelve
2	trip
2	toy'll
2	teeth
2	tickle
2	throws
2	thirst
2	table
2	telephone
2	tight
2	tosses
2	toss
2	tom
2	tadah
2	swim
2	switched
2	stood
2	stomped
2	spread
2	squished
2	skip
2	sitting
2	sips
2	sight
2	sounds
2	reach
2	rid
2	recognize
2	remember
2	refrigerator
2	pass
2	neat
2	near
2	nails
2	neck
2	nap
2	knack
2	minute
2	mix
2	meg
2	mile
2	mad
2	lint
2	layed
2	ledge
2	leg
2	line
2	lunch
2	quiet
2	crunch
2	closed
2	cloth
2	kit
2	king
2	kids
2	calls
2	cause
2	cough
2	holdup
2	heavy
2	helped
2	horns
2	happy
2	goofy
2	goof
2	gray
2	grandpa
2	grandma
2	glue
2	glass
2	giving
2	gus
2	guards
2	friends
2	fly
2	flash
2	feels
2	figure
2	fan
2	airplane
2	elmo's
2	dropped
2	different
2	dame
2	diaper
2	dogs
2	children
2	chance
2	booboo
2	blank
2	beast
2	beep
2	beans
2	burped
2	ben
2	bought
2	bats
2	bong
2	afraid
2	alrightie
2	angle
1	usual
1	ewie
1	whoosh
1	woods
1	wheels
1	whys
1	without
1	wipies
1	winnie
1	wings
1	wing
1	wick
1	waves
1	worked
1	wiped
1	whine
1	worn
1	wall
1	walked
1	wax
1	wash
1	ubb's
1	toot
1	tunes
1	true
1	trees
1	treat
1	tricked
1	tim
1	throat
1	thrown
1	thumb
1	thanked
1	taking
1	telling
1	tied
1	town
1	tore
1	tons
1	tucked
1	taz
1	tank
1	tan
1	tag
1	tom's
1	swing
1	sweat
1	stew
1	street
1	straight
1	strong
1	store
1	stall
1	spoil
1	speak
1	spit
1	spins
1	spilled
1	spill
1	spare
1	snake
1	snack
1	smooth
1	smith
1	small
1	smack
1	sleeves
1	slave
1	skin
1	skies
1	sees
1	seen
1	sieve
1	sip
1	shoot
1	showed
1	sheep
1	shape
1	shake
1	shout
1	shall
1	sharp
1	sakes
1	safe
1	saying
1	cents
1	size
1	songs
1	such
1	rolled
1	ripped
1	raisins
1	rhyme
1	returned
1	round
1	wrap
1	rabbits
1	pulled
1	prove
1	pretend
1	press
1	plays
1	plate
1	plug
1	plant
1	peep
1	pit
1	pictures
1	pain
1	paid
1	pet
1	pie
1	porch
1	pant
1	packed
1	pack
1	pad
1	patch
1	oats
1	nurse
1	nest
1	none
1	napkins
1	knocked
1	nah
1	moon
1	me's
1	miss
1	mail
1	men
1	melt
1	mind
1	miles
1	mac
1	mama
1	lose
1	lou
1	leaves
1	liz
1	lives
1	lane
1	legs
1	led
1	lie
1	loud
1	land
1	lock
1	cute
1	quote
1	queen
1	quilt
1	cream
1	crib
1	cried
1	combs
1	clue”
1	clear
1	click
1	clock
1	kissed
1	kid
1	cave
1	kate
1	controller
1	complain
1	covers
1	kanga
1	cob
1	gene
1	gently
1	junk
1	jacket
1	either
1	ears
1	itch
1	home
1	holding
1	hiccups
1	hers
1	hurry
1	husband
1	honey
1	having
1	halfway
1	hadn't
1	grind
1	grant
1	gloves
1	glove
1	glad
1	guy
1	friend
1	fry
1	folks
1	flat
1	feeds
1	fingers
1	fates
1	fake
1	fence
1	fourths
1	fork
1	falls
1	funny
1	eyore's
1	everything
1	ends
1	dream
1	dish
1	dig
1	they'll
1	dead
1	dos
1	dawn
1	dog's
1	dove
1	don
1	dada
1	da
1	choke
1	chased
1	chase
1	chocolate
1	boogies
1	brooms
1	branch
1	bowls
1	blows
1	beer
1	base
1	burps
1	beg
1	buys
1	balloon
1	bowed
1	balls
1	bus
1	bug
1	bat
1	bang
1	bags
1	bag
1	bottom
1	bars
1	barn
1	bob
1	exact
1	angry
1	acts
1	arms
